,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,4580,8,4558,22,63,0,4443,74,196934.5,2325.65,37.60,31.99,12
02,02 - Saguenay-Lac-Saint-Jean,11512,8,11290,222,274,0,11206,32,277505,4148.39,11.54,98.74,2
03,03 - Capitale-Nationale,35786,49,35428,358,1140,0,34349,297,757803,4722.34,39.07,150.43,25
04,04 - Mauricie et Centre-du-Québec,18678,64,18441,237,575,1,17689,414,523331.5,3569.06,78.96,109.87,23
05,05 - Estrie,20315,175,19790,525,384,0,18697,1234,494966.5,4104.32,248.40,77.58,75
06,06 - Montréal,156776,347,153791,2985,4863,1,149424,2489,2072060.5,7566.19,119.75,234.69,201
07,07 - Outaouais,14590,31,14146,444,223,0,14276,91,402744,3622.65,22.50,55.37,12
08,08 - Abitibi-Témiscamingue,1492,14,1459,33,12,0,1340,140,147637,1010.59,94.81,8.13,12
09,09 - Côte-Nord,823,1,800,23,5,0,813,5,89700.5,917.50,5.59,5.57,2
10,10 - Nord-du-Québec,137,-1,135,2,0,0,137,0,13521.5,1013.20,0.00,0.00,0
11,11 - Gaspésie-Îles-de-la-Madeleine,2331,4,2310,21,48,0,2267,16,89823,2595.10,17.85,53.44,1
12,12 - Chaudière-Appalaches,24337,101,24066,271,384,0,23349,604,431109.5,5645.20,139.84,89.07,69
13,13 - Laval,38530,72,36586,1944,939,0,37022,569,444658.5,8665.08,127.42,211.17,28
14,14 - Lanaudière,28779,61,28069,710,534,0,27659,586,522367,5509.34,111.70,102.23,65
15,15 - Laurentides,27247,99,26643,604,531,0,25961,755,630238,4323.29,119.18,84.25,43
16,16 - Montérégie,61018,153,59097,1921,1599,0,58416,1003,1438226,4242.59,69.47,111.18,85
17,17 - Nunavik,987,8,979,8,1,0,876,110,14336.5,6884.53,763.20,6.98,4
18,18 - Terres-Cries-de-la-Baie-James,145,0,145,0,5,0,140,0,18507,783.49,0.00,27.02,0
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1300,2,1293,7,1,0,1271,28,.,.,.,.,1
999,Ensemble du Québec,449367,1196,439029,10338,11581,2,429339,8447,8565469.5,5246.26,98.31,135.21,660

