No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,8,6,4,9,0,30,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,92,73,3,85,8,262,2.6 %
3,03 - Capitale-Nationale,3,490,128,21,280,24,946,9.5 %
4,04 - Mauricie et Centre-du-Québec,6,146,197,21,97,5,472,4.7 %
5,05 - Estrie,3,123,47,17,84,11,285,2.9 %
6,06 - Montréal,200,2700,659,124,617,65,4365,43.7 %
7,07 - Outaouais,8,63,32,12,40,1,156,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.5 %
12,12 - Chaudière-Appalaches,5,101,66,6,88,4,270,2.7 %
13,13 - Laval,2,503,116,51,168,6,846,8.5 %
14,14 - Lanaudière,3,248,103,11,105,2,472,4.7 %
15,15 - Laurentides,62,167,83,48,79,13,452,4.5 %
16,16 - Montérégie,16,587,297,58,422,8,1388,13.9 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),312,5243,1832,376,2088,148,9999,
9999,Ensemble du Québec (%),3.1 %,52.4 %,18.3 %,3.8 %,20.9 %,1.5 %,           .,100.0 %
