,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1805,28,1787,18,30,0,1605,170,196934.5,916.55,86.38,15.23
02,02 - Saguenay-Lac-Saint-Jean,9342,38,9142,200,265,0,8826,251,277505,3366.43,90.49,95.49
03,03 - Capitale-Nationale,23589,96,23248,341,1013,1,21992,584,757803,3112.81,76.83,133.68
04,04 - Mauricie et Centre-du-Québec,13158,19,12925,233,508,0,12504,146,523331.5,2514.28,27.85,97.07
05,05 - Estrie,11952,29,11482,470,319,0,11512,121,494966.5,2414.71,24.36,64.45
06,06 - Montréal,114605,367,111714,2891,4611,3,106707,3287,2072060.5,5530.97,158.15,222.53
07,07 - Outaouais,7243,68,6817,426,172,1,6675,396,402744,1798.41,97.91,42.71
08,08 - Abitibi-Témiscamingue,945,9,912,33,8,0,891,46,147637,640.08,31.15,5.42
09,09 - Côte-Nord,359,0,344,15,3,0,356,0,89700.5,400.22,0.00,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,88,0,13521.5,650.82,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1747,0,1728,19,45,0,1700,2,89823,1944.94,2.23,50.10
12,12 - Chaudière-Appalaches,12155,41,11888,267,288,0,11609,258,431109.5,2819.47,59.73,66.80
13,13 - Laval,26888,125,25275,1613,886,2,25248,754,444658.5,6046.89,168.84,199.25
14,14 - Lanaudière,21550,42,20839,711,501,0,20687,362,522367,4125.45,69.00,95.91
15,15 - Laurentides,17683,58,17080,603,482,1,16833,368,630238,2805.77,58.09,76.48
16,16 - Montérégie,43838,86,41956,1882,1511,0,41464,863,1438226,3048.06,59.78,105.06
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,278,3,273,5,0,0,269,9,.,.,.,.
999,Ensemble du Québec,307394,1009,297663,9731,10645,8,289132,7617,8565469.5,3588.76,88.65,124.28

