Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;117;106,5;4674;4255,2;0;;0;
5-9 ans;n.d.;137;127,3;6200;5763,2;0;;0;
10-19 ans;n.d.;369;185,5;14350;7214,1;0;;0;
20-29 ans;n.d.;447;137,3;22071;6779;0;;< 5;n.p.
30-39 ans;n.d.;302;92;20116;6128,9;0;;7;n.p.
40-49 ans;n.d.;297;107;19555;7044,4;0;;22;* 7,9
50-59 ans;n.d.;237;92,4;16085;6271;< 5;n.p.;100;39
60-69 ans;n.d.;88;40,7;9826;4542,1;< 5;n.p.;324;149,8
70-79 ans;n.d.;51;35,3;6414;4438,5;< 5;n.p.;828;573
80 ans et +;n.d.;38;37,8;11920;11850;9;n.p.;3458;3437,7
Manquant;n.d.;0;;96;;0;;0;
Total;99;2083;100,8;131307;6356,7;15;* 0,7;4742;229,6
