,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2759,44,2739,20,37,0,2433,289,196934.5,1400.97,146.85,18.79
02,02 - Saguenay-Lac-Saint-Jean,10115,30,9904,211,266,0,9640,209,277505,3644.98,75.35,95.85
03,03 - Capitale-Nationale,30561,92,30211,350,1066,0,27787,1708,757803,4032.84,224.69,140.67
04,04 - Mauricie et Centre-du-Québec,14021,42,13785,236,510,0,13210,301,523331.5,2679.18,57.41,97.45
05,05 - Estrie,13009,48,12511,498,331,1,12259,419,494966.5,2628.26,84.34,66.87
06,06 - Montréal,124014,256,121103,2911,4671,3,116420,2923,2072060.5,5985.06,140.63,225.43
07,07 - Outaouais,10970,83,10523,447,191,0,10008,771,402744,2723.81,190.63,47.42
08,08 - Abitibi-Témiscamingue,1095,1,1062,33,9,0,1057,29,147637,741.68,19.64,6.10
09,09 - Côte-Nord,486,6,467,19,3,0,415,68,89700.5,541.80,76.09,3.34
10,10 - Nord-du-Québec,90,0,88,2,0,0,90,0,13521.5,665.61,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1822,5,1803,19,45,0,1754,23,89823,2028.43,25.66,50.10
12,12 - Chaudière-Appalaches,16189,95,15912,277,314,2,14672,1203,431109.5,3755.19,278.53,72.84
13,13 - Laval,29292,68,27551,1741,897,1,27769,626,444658.5,6587.53,140.18,201.73
14,14 - Lanaudière,22817,59,22107,710,508,0,21919,390,522367,4368.00,74.34,97.25
15,15 - Laurentides,19473,56,18868,605,496,0,18420,557,630238,3089.79,87.92,78.70
16,16 - Montérégie,47581,128,45656,1925,1531,2,44743,1307,1438226,3308.31,90.53,106.45
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,346,1,341,5,0,0,325,21,.,.,.,.
999,Ensemble du Québec,344808,1014,334797,10011,10878,9,323086,10844,8565469.5,4025.56,126.21,127.00

