No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,8,6,4,9,0,30,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,91,73,3,85,8,261,2.7 %
3,03 - Capitale-Nationale,3,472,121,18,268,24,906,9.4 %
4,04 - Mauricie et Centre-du-Québec,6,141,172,21,96,5,441,4.6 %
5,05 - Estrie,3,115,40,17,81,10,266,2.8 %
6,06 - Montréal,200,2676,628,121,586,63,4274,44.4 %
7,07 - Outaouais,8,60,32,11,39,1,151,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,18,0,13,0,45,0.5 %
12,12 - Chaudière-Appalaches,5,92,61,6,80,4,248,2.6 %
13,13 - Laval,2,488,107,50,165,6,818,8.5 %
14,14 - Lanaudière,3,247,97,9,101,2,459,4.8 %
15,15 - Laurentides,61,152,79,42,75,13,422,4.4 %
16,16 - Montérégie,13,562,271,53,390,10,1299,13.5 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),308,5118,1713,355,1989,147,9630,
9999,Ensemble du Québec (%),3.2 %,53.1 %,17.8 %,3.7 %,20.7 %,1.5 %,           .,100.0 %
