Regroupement,Croisement,Nom,cas_tot_n,cas_0cond_n,cas_0cond_p,cas_1cond_n,cas_1cond_p,cas_2cond_n,cas_2cond_p,dec_tot_n,dec_0cond_n,dec_0cond_p,dec_1cond_n,dec_1cond_p,dec_2cond_n,dec_2cond_p
Région,RSS01,Bas-Saint-Laurent,      1411,       780,       55.3,       300,       21.3,       331,       23.5,        29,n.d.,n.d.,n.d.,n.d.,        27,       93.1
Région,RSS02,Saguenay–Lac-Saint-Jean,      8490,      4205,       49.5,      1911,       22.5,      2374,       28.0,       257,        12,        4.7,        19,        7.4,       226,       87.9
Région,RSS03,Capitale-Nationale,     19823,     10804,       54.5,      3842,       19.4,      5177,       26.1,       879,        22,        2.5,        72,        8.2,       785,       89.3
Région,RSS04,Mauricie et Centre-du-Québec,     11454,      6319,       55.2,      2281,       19.9,      2854,       24.9,       429,        15,        3.5,        21,        4.9,       393,       91.6
Région,RSS05,Estrie,      9779,      5513,       56.4,      1926,       19.7,      2340,       23.9,       256,n.d.,n.d.,n.d.,n.d.,       234,       91.4
Région,RSS06,Montréal,     79841,     43148,       54.0,     14570,       18.2,     22123,       27.7,      4164,       117,        2.8,       211,        5.1,      3836,       92.1
Région,RSS07,Outaouais,      5118,      2943,       57.5,       900,       17.6,      1275,       24.9,       148,n.d.,n.d.,n.d.,n.d.,       132,       89.2
Région,RSS08,Abitibi-Témiscamingue,       652,       384,       58.9,       154,       23.6,       114,       17.5,         5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS09,Côte-Nord,       316,       199,       63.0,        63,       19.9,        54,       17.1,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS10,Nord-du-Québec,        85,        46,       54.1,        15,       17.6,        24,       28.2,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS11,Gaspésie–Îles-de-la-Madeleine,      1643,       799,       48.6,       355,       21.6,       489,       29.8,        45,n.d.,n.d.,n.d.,n.d.,        40,       88.9
Région,RSS12,Chaudière-Appalaches,     10397,      5924,       57.0,      2072,       19.9,      2401,       23.1,       240,         5,        2.1,        21,        8.8,       214,       89.2
Région,RSS13,Laval,     20410,     11924,       58.4,      4118,       20.2,      4368,       21.4,       806,         8,        1.0,        50,        6.2,       748,       92.8
Région,RSS14,Lanaudière,     17636,     10282,       58.3,      3658,       20.7,      3696,       21.0,       453,        15,        3.3,        27,        6.0,       411,       90.7
Région,RSS15,Laurentides,     13646,      7792,       57.1,      2693,       19.7,      3161,       23.2,       411,        15,        3.6,        29,        7.1,       367,       89.3
Région,RSS16,Montérégie,     34711,     19037,       54.8,      6881,       19.8,      8793,       25.3,      1265,        32,        2.5,        70,        5.5,      1163,       91.9
Région,RSS17,Nunavik,        34,        21,       61.8,         5,       14.7,         8,       23.5,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS18,Terres-Cries-de-la-Baie-James,        92,        54,       58.7,        14,       15.2,        24,       26.1,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Région,RSS997,Total Québec jumelés,    235560,    130193,       55.3,     45759,       19.4,     59608,       25.3,      9392,       252,        2.7,       557,        5.9,      8583,       91.4
Groupe d'âge,0_9,Moins de 10 ans,     15284,     12831,       84.0,      1983,       13.0,       470,        3.1,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,10_19,10-19 ans,     26738,     22107,       82.7,      3880,       14.5,       751,        2.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,20_29,20-29 ans,     33518,     27018,       80.6,      4896,       14.6,      1604,        4.8,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
Groupe d'âge,30_39,30-39 ans,     31264,     21633,       69.2,      6641,       21.2,      2990,        9.6,        11,n.d.,n.d.,n.d.,n.d.,         7,       63.6
Groupe d'âge,40_49,40-49 ans,     35125,     21650,       61.6,      8583,       24.4,      4892,       13.9,        32,         8,       25.0,         6,       18.8,        18,       56.3
Groupe d'âge,50_59,50-59 ans,     32492,     15959,       49.1,      9331,       28.7,      7202,       22.2,       151,        20,       13.2,        20,       13.2,       111,       73.5
Groupe d'âge,60_69,60-69 ans,     20332,      6566,       32.3,      5665,       27.9,      8101,       39.8,       530,        37,        7.0,        43,        8.1,       450,       84.9
Groupe d'âge,70_79,70-79 ans,     14285,      1625,       11.4,      2560,       17.9,     10100,       70.7,      1730,        53,        3.1,       131,        7.6,      1546,       89.4
Groupe d'âge,80_89,80-89 ans,     16411,       570,        3.5,      1561,        9.5,     14280,       87.0,      3781,        60,        1.6,       215,        5.7,      3506,       92.7
Groupe d'âge,90_,90 ans et plus,     10111,       234,        2.3,       659,        6.5,      9218,       91.2,      3152,        68,        2.2,       139,        4.4,      2945,       93.4
