,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1161,7,1148,13,24,0,1024,113,197074,589.12,57.34,12.18
02,02 - Saguenay–Lac-Saint-Jean,6765,100,6598,167,190,1,5894,681,277632,2436.68,245.29,68.44
03,03 - Capitale-Nationale,15375,219,15100,275,578,14,12559,2238,755459,2035.19,296.24,76.51
04,04 - Mauricie et Centre-du-Québec,8582,122,8370,212,326,6,7187,1069,522341,1642.99,204.66,62.41
05,05 - Estrie,6626,129,6284,342,121,6,5424,1081,493163,1343.57,219.20,24.54
06,06 - Montréal,61334,625,58562,2772,3749,8,51822,5763,2065657,2969.22,278.99,181.49
07,07 - Outaouais,4197,21,3896,301,97,1,3745,355,401032,1046.55,88.52,24.19
08,08 - Abitibi-Témiscamingue,310,5,277,33,4,0,295,11,147616,210.00,7.45,2.71
09,09 - Côte-Nord,260,4,247,13,3,0,221,36,90033,288.78,39.99,3.33
10,10 - Nord-du-Québec,61,0,59,2,0,0,56,5,13558,449.92,36.88,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1523,6,1504,19,42,0,1416,65,89998,1692.26,72.22,46.67
12,12 - Chaudière-Appalaches,7055,125,6809,246,160,0,6062,833,430309,1639.52,193.58,37.18
13,13 - Laval,14142,110,12862,1280,738,1,12079,1325,442745,3194.16,299.27,166.69
14,14 - Lanaudière,13526,120,12821,705,373,1,11927,1226,520092,2600.69,235.73,71.72
15,15 - Laurentides,9342,92,8743,599,348,2,8330,664,626968,1490.03,105.91,55.51
16,16 - Montérégie,24391,349,22974,1417,961,4,21024,2406,1432751,1702.39,167.93,67.07
17,17 - Nunavik,29,0,27,2,0,0,29,0,14260,203.37,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,17,0,17,0,1,0,15,1,18385,92.47,5.44,5.44
98,Inconnu,4,1,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,139,3,137,2,0,0,132,7,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,174839,2038,166439,8400,7715,44,149245,17879,8539073,2047.52,209.38,90.35
