No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,64,62,1,56,6,190,2.5 %
3,03 - Capitale-Nationale,3,307,91,6,155,16,578,7.5 %
4,04 - Mauricie et Centre-du-Québec,6,124,96,20,75,5,326,4.2 %
5,05 - Estrie,1,60,18,3,33,6,121,1.6 %
6,06 - Montréal,198,2529,402,107,464,49,3749,48.6 %
7,07 - Outaouais,7,25,25,11,29,0,97,1.3 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,15,0,13,0,42,0.5 %
12,12 - Chaudière-Appalaches,5,56,41,6,48,4,160,2.1 %
13,13 - Laval,2,472,70,43,145,6,738,9.6 %
14,14 - Lanaudière,3,211,69,7,81,2,373,4.8 %
15,15 - Laurentides,59,123,61,30,63,12,348,4.5 %
16,16 - Montérégie,13,449,172,44,270,13,961,12.5 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),301,4441,1132,282,1439,120,7715,
9999,Ensemble du Québec (%),3.9 %,57.6 %,14.7 %,3.7 %,18.7 %,1.6 %,           .,100.0 %
