,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3943,0,3917,26,51,1,3862,30,196934.5,2002.19,15.24,25.90
02,02 - Saguenay-Lac-Saint-Jean,10998,0,10777,221,270,0,10684,44,277505,3963.17,15.86,97.30
03,03 - Capitale-Nationale,32697,4,32345,352,1111,0,31516,70,757803,4314.71,9.21,146.61
04,04 - Mauricie et Centre-du-Québec,15155,3,14916,239,520,0,14589,46,523331.5,2895.87,8.77,99.36
05,05 - Estrie,14835,2,14317,518,350,0,14399,86,494966.5,2997.17,17.31,70.71
06,06 - Montréal,132035,62,129115,2920,4755,1,126545,735,2072060.5,6372.16,35.36,229.48
07,07 - Outaouais,12368,5,11921,447,214,0,12049,105,402744,3070.93,25.96,53.14
08,08 - Abitibi-Témiscamingue,1137,2,1104,33,9,0,1104,24,147637,770.13,16.25,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,568,1,89700.5,637.68,1.12,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2050,5,2030,20,45,0,1973,32,89823,2282.27,35.70,50.10
12,12 - Chaudière-Appalaches,19187,17,18906,281,357,0,18667,163,431109.5,4450.61,37.74,82.81
13,13 - Laval,31396,9,29582,1814,911,0,30368,117,444658.5,7060.70,26.20,204.88
14,14 - Lanaudière,23900,12,23189,711,516,0,23294,90,522367,4575.33,17.15,98.78
15,15 - Laurentides,20888,4,20283,605,506,0,20324,58,630238,3314.30,9.16,80.29
16,16 - Montérégie,51100,25,49147,1953,1551,0,49320,229,1438226,3552.99,15.86,107.84
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,450,1,445,5,0,0,444,6,.,.,.,.
999,Ensemble du Québec,372989,151,362821,10168,11172,2,359981,1836,8565469.5,4354.57,21.37,130.43

