No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,0,2,2,4,0,11,0.2 %
2,02 - Saguenay–Lac-Saint-Jean,1,37,22,0,8,6,74,1.1 %
3,03 - Capitale-Nationale,3,207,74,3,80,5,372,5.6 %
4,04 - Mauricie et Centre-du-Québec,6,124,44,13,48,2,237,3.6 %
5,05 - Estrie,1,13,12,0,23,3,52,0.8 %
6,06 - Montréal,189,2458,346,102,434,37,3566,54.1 %
7,07 - Outaouais,5,20,12,7,15,4,63,1.0 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,12,12,0,6,0,30,0.5 %
12,12 - Chaudière-Appalaches,5,20,27,6,34,3,95,1.4 %
13,13 - Laval,2,470,62,42,133,7,716,10.9 %
14,14 - Lanaudière,3,145,47,6,59,0,260,3.9 %
15,15 - Laurentides,59,109,52,30,60,9,319,4.8 %
16,16 - Montérégie,13,352,137,35,234,13,784,11.9 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),290,3967,854,246,1139,90,6586,
9999,Ensemble du Québec (%),4.4 %,60.2 %,13.0 %,3.7 %,17.3 %,1.4 %,           .,100.0 %
