,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1973,43,1954,19,30,0,1640,303,196934.5,1001.86,153.97,15.23
02,02 - Saguenay-Lac-Saint-Jean,9427,15,9222,205,265,0,8951,211,277505,3397.06,76.07,95.49
03,03 - Capitale-Nationale,24137,194,23797,340,1016,1,22131,990,757803,3185.13,130.24,134.07
04,04 - Mauricie et Centre-du-Québec,13202,8,12969,233,508,0,12556,138,523331.5,2522.68,26.32,97.07
05,05 - Estrie,12008,14,11536,472,322,1,11552,134,494966.5,2426.02,26.97,65.05
06,06 - Montréal,115807,348,112909,2898,4618,1,107901,3288,2072060.5,5588.98,158.19,222.87
07,07 - Outaouais,7534,100,7106,428,173,1,6860,501,402744,1870.67,123.87,42.96
08,08 - Abitibi-Témiscamingue,980,7,947,33,8,0,906,66,147637,663.79,44.70,5.42
09,09 - Côte-Nord,360,0,345,15,3,0,356,1,89700.5,401.34,1.12,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,88,0,13521.5,650.82,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1748,0,1729,19,45,0,1702,1,89823,1946.05,1.12,50.10
12,12 - Chaudière-Appalaches,12335,51,12067,268,289,1,11680,366,431109.5,2861.22,84.74,67.04
13,13 - Laval,27201,70,25577,1624,890,1,25569,742,444658.5,6117.28,166.15,200.15
14,14 - Lanaudière,21701,18,20990,711,501,0,20833,367,522367,4154.36,69.95,95.91
15,15 - Laurentides,17861,33,17257,604,484,2,16985,392,630238,2834.01,61.88,76.80
16,16 - Montérégie,44276,121,42392,1884,1512,1,41756,1008,1438226,3078.51,69.82,105.13
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,284,3,279,5,0,0,274,10,.,.,.,.
999,Ensemble du Québec,311091,1025,301329,9762,10667,9,291906,8518,8565469.5,3631.92,99.14,124.53

