Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;8;240;218,5;5405;4920,7;0;;0;
5-9 ans;17;425;395,1;7373;6853,5;0;;0;
10-19 ans;21;439;220,7;16223;8155,7;0;;0;
20-29 ans;16;536;164,6;25455;7818,4;0;;< 5;n.p.
30-39 ans;21;525;160;22456;6841,9;0;;7;n.p.
40-49 ans;23;426;153,5;21222;7645;0;;24;* 8,6
50-59 ans;7;242;94,3;17087;6661,6;< 5;n.p.;107;41,7
60-69 ans;6;142;65,6;10349;4783,8;< 5;n.p.;334;154,4
70-79 ans;6;111;76,8;6729;4656,5;< 5;n.p.;842;582,7
80 ans et +;6;93;92,5;12126;12054,8;11;* 10,9;3482;3461,5
Manquant;-1;< 5;;95;;0;;0;
Total;130;3180;153,9;144520;6996,3;16;* 0,8;4799;232,3
