No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,13,4,9,0,37,0.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,75,4,85,8,266,2.4 %
03,03 - Capitale-Nationale,3,516,177,29,317,24,1066,9.8 %
04,04 - Mauricie et Centre-du-Québec,6,151,224,21,103,5,510,4.7 %
05,05 - Estrie,3,125,63,17,110,12,330,3.0 %
06,06 - Montréal,202,2729,852,133,678,74,4668,42.9 %
07,07 - Outaouais,8,74,50,13,44,2,191,1.8 %
08,08 - Abitibi-Témiscamingue,0,0,8,0,1,0,9,0.1 %
09,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.4 %
12,12 - Chaudière-Appalaches,5,112,78,6,106,5,312,2.9 %
13,13 - Laval,2,509,143,53,184,5,896,8.2 %
14,14 - Lanaudière,3,249,124,12,118,2,508,4.7 %
15,15 - Laurentides,64,176,111,50,81,14,496,4.6 %
16,16 - Montérégie,15,614,368,61,462,9,1529,14.1 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,2,0,0,1,3,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),314,5372,2308,403,2311,161,10869,
9999,Ensemble du Québec (%),2.9 %,49.4 %,21.2 %,3.7 %,21.3 %,1.5 %,.,100.0 %

