No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,6,4,9,0,30,0.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,74,4,85,8,265,2.5 %
03,03 - Capitale-Nationale,3,504,151,26,301,24,1009,9.5 %
04,04 - Mauricie et Centre-du-Québec,6,151,222,21,103,5,508,4.8 %
05,05 - Estrie,3,125,58,17,105,11,319,3.0 %
06,06 - Montréal,202,2724,796,132,675,74,4603,43.3 %
07,07 - Outaouais,8,72,34,13,42,2,171,1.6 %
08,08 - Abitibi-Témiscamingue,0,0,7,0,1,0,8,0.1 %
09,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.4 %
12,12 - Chaudière-Appalaches,5,104,69,6,100,4,288,2.7 %
13,13 - Laval,2,509,133,52,183,5,884,8.3 %
14,14 - Lanaudière,3,249,118,12,116,2,500,4.7 %
15,15 - Laurentides,64,175,98,50,80,14,481,4.5 %
16,16 - Montérégie,15,613,355,59,458,9,1509,14.2 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,2,0,0,1,3,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),314,5343,2143,396,2271,159,10626,
9999,Ensemble du Québec (%),3.0 %,50.3 %,20.2 %,3.7 %,21.4 %,1.5 %,.,100.0 %

