No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,119,7,25,0,167,1.1 %
02,02 - Saguenay-Lac-Saint-Jean,0,123,150,10,133,12,428,2.8 %
03,03 - Capitale-Nationale,7,616,369,39,457,35,1523,10.1 %
04,04 - Mauricie et Centre-du-Québec,4,157,688,22,114,5,990,6.6 %
05,05 - Estrie,4,164,206,26,176,16,592,3.9 %
06,06 - Montréal,216,2831,1364,158,792,79,5440,36.0 %
07,07 - Outaouais,11,94,123,15,63,4,310,2.1 %
08,08 - Abitibi-Témiscamingue,3,35,47,6,18,1,110,0.7 %
09,09 - Côte-Nord,0,0,44,0,1,0,45,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,51,0,13,0,80,0.5 %
12,12 - Chaudière-Appalaches,5,160,259,10,186,6,626,4.1 %
13,13 - Laval,5,546,273,59,207,9,1099,7.3 %
14,14 - Lanaudière,3,312,242,24,167,5,753,5.0 %
15,15 - Laurentides,63,259,243,64,102,13,744,4.9 %
16,16 - Montérégie,16,708,762,74,596,12,2168,14.4 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,14,0,0,1,15,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),340,6034,4970,514,3050,198,15106,
9999,Ensemble du Québec (%),2.3 %,39.9 %,32.9 %,3.4 %,20.2 %,1.3 %,.,100.0 %

