Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;< 5;56;51;9904;9016,6;0;;0;
5-9 ans;< 5;29;* 27;15111;14046,3;0;;0;
10-19 ans;< 5;82;41,2;30797;15482,5;0;;0;
20-29 ans;23;329;101,1;59848;18382;0;;5;n.p.
30-39 ans;27;438;133,4;54415;16579,2;0;;12;* 3,7
40-49 ans;21;392;141,2;47027;16940,9;0;;35;* 12,6
50-59 ans;22;362;141,1;36034;14048,3;< 5;n.p.;150;58,5
60-69 ans;22;293;135,4;21001;9707,7;< 5;n.p.;401;185,4
70-79 ans;21;227;157,1;12829;8877,7;< 5;n.p.;969;670,6
80 ans et +;23;366;363,8;19951;19833,8;15;* 14,9;3898;3875,1
Manquant;0;< 5;;218;;0;;0;
Total;166;2576;124,7;307135;14868,6;26;* 1,3;5470;264,8
