,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,11931,263,11892,39,81,0,10750,1100,197738.33333,6033.73,556.50,40.96,142
02,02 - Saguenay-Lac-Saint-Jean,20934,166,20575,359,311,1,19312,1311,278600,7514.00,470.57,111.63,80
03,03 - Capitale-Nationale,64464,412,64099,365,1260,8,58249,4955,761103.66667,8469.81,646.38,165.55,410
04,04 - Mauricie et Centre-du-Québec,42779,239,42540,239,747,5,38391,3641,527666.66667,8107.20,686.61,141.57,259
05,05 - Estrie,38095,203,37570,525,496,3,35628,1971,502406,7582.51,388.01,98.72,148
06,06 - Montréal,267382,729,264078,3304,5154,11,251552,10676,2061667.3333,12969.21,515.38,249.99,924
07,07 - Outaouais,32746,120,32298,448,260,4,30885,1601,405378.66667,8077.88,390.74,64.14,148
08,08 - Abitibi-Témiscamingue,5558,123,5521,37,39,1,4699,820,147876.33333,3758.55,554.28,26.37,68
09,09 - Côte-Nord,3628,71,3601,27,11,0,2912,705,90082.333333,4027.43,786.23,12.21,55
10,10 - Nord-du-Québec,714,20,604,110,0,0,649,65,13383.666667,5334.86,488.57,0.00,15
11,11 - Gaspésie-Îles-de-la-Madeleine,4463,31,4427,36,49,0,4122,292,90783.333333,4916.10,321.25,53.97,17
12,12 - Chaudière-Appalaches,47001,273,46726,275,476,2,43234,3291,434525.66667,10816.62,753.83,109.54,199
13,13 - Laval,62676,161,60714,1962,1001,2,59676,1999,445993.33333,14053.12,444.10,224.44,228
14,14 - Lanaudière,58249,269,57535,714,641,2,54881,2727,530581,10978.34,507.81,120.81,226
15,15 - Laurentides,62963,320,62357,606,625,2,59570,2768,640046.66667,9837.25,426.69,97.65,323
16,16 - Montérégie,119742,454,117834,1908,1898,14,111177,6667,1452381.3333,8244.53,454.52,130.68,493
17,17 - Nunavik,2135,32,2131,4,9,1,1863,263,14619,14604.28,1768.54,61.56,9
18,18 - Terres-Cries-de-la-Baie-James,1609,57,1427,182,6,0,1280,323,18660.333333,8622.57,1702.60,32.15,21
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2447,13,2439,8,1,0,2364,82,.,.,.,.,7
999,Ensemble du Québec,849520,3956,838371,11149,13065,56,791198,45257,8613493.6667,9862.66,521.56,151.68,3772

