No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,12,46,5,15,0,81,0.6 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,107,7,94,9,311,2.4 %
03,03 - Capitale-Nationale,5,553,269,36,367,30,1260,9.6 %
04,04 - Mauricie et Centre-du-Québec,5,156,449,22,110,5,747,5.7 %
05,05 - Estrie,3,138,186,20,137,12,496,3.8 %
06,06 - Montréal,210,2788,1201,147,734,74,5154,39.4 %
07,07 - Outaouais,11,88,86,15,57,3,260,2.0 %
08,08 - Abitibi-Témiscamingue,2,6,25,1,5,0,39,0.3 %
09,09 - Côte-Nord,0,0,10,0,1,0,11,0.1 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,21,0,13,0,49,0.4 %
12,12 - Chaudière-Appalaches,5,135,175,9,147,5,476,3.6 %
13,13 - Laval,3,522,219,56,194,7,1001,7.7 %
14,14 - Lanaudière,4,287,194,16,136,4,641,4.9 %
15,15 - Laurentides,64,214,180,58,95,14,625,4.8 %
16,16 - Montérégie,16,656,636,66,514,10,1898,14.5 %
17,17 - Nunavik,0,0,9,0,0,0,9,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,5,0,0,1,6,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),331,5664,3819,458,2619,174,13065,
9999,Ensemble du Québec (%),2.5 %,43.4 %,29.2 %,3.5 %,20.0 %,1.3 %,.,100.0 %

