No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,26,4,10,0,51,0.5 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,78,4,86,8,270,2.4 %
03,03 - Capitale-Nationale,4,518,212,32,322,27,1115,10.0 %
04,04 - Mauricie et Centre-du-Québec,6,152,238,20,104,5,525,4.7 %
05,05 - Estrie,3,126,82,17,111,12,351,3.1 %
06,06 - Montréal,205,2732,922,135,697,72,4763,42.5 %
07,07 - Outaouais,11,78,57,14,51,3,214,1.9 %
08,08 - Abitibi-Témiscamingue,0,0,8,0,1,0,9,0.1 %
09,09 - Côte-Nord,0,0,4,0,0,0,4,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,18,0,13,0,46,0.4 %
12,12 - Chaudière-Appalaches,5,120,96,6,125,5,357,3.2 %
13,13 - Laval,2,509,159,53,184,5,912,8.1 %
14,14 - Lanaudière,3,250,129,12,119,3,516,4.6 %
15,15 - Laurentides,64,177,117,53,81,14,506,4.5 %
16,16 - Montérégie,15,616,387,62,464,9,1553,13.9 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,2,0,0,1,3,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),321,5395,2535,412,2368,164,11195,
9999,Ensemble du Québec (%),2.9 %,48.2 %,22.6 %,3.7 %,21.2 %,1.5 %,.,100.0 %

