Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;48;43,7;4757;4330,8;0;;0;
5-9 ans;n.d.;50;46,5;6274;5831,9;0;;0;
10-19 ans;n.d.;120;60,3;14522;7300,6;0;;0;
20-29 ans;n.d.;124;38,1;22320;6855,5;0;;< 5;n.p.
30-39 ans;n.d.;99;30,2;20299;6184,7;0;;7;n.p.
40-49 ans;n.d.;83;29,9;19698;7095,9;0;;22;* 7,9
50-59 ans;n.d.;67;26,1;16195;6313,8;< 5;n.p.;103;40,2
60-69 ans;n.d.;21;* 9,7;9874;4564,2;< 5;n.p.;330;152,5
70-79 ans;n.d.;20;* 13,8;6443;4458,6;< 5;n.p.;833;576,4
80 ans et +;n.d.;16;* 15,9;11943;11872,8;< 5;n.p.;3465;3444,6
Manquant;n.d.;0;;92;;0;;0;
Total;25;648;31,4;132417;6410,4;7;n.p.;4763;230,6
