,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1608,7,1590,18,30,0,1527,51,196934.5,816.52,25.92,15.23
02,02 - Saguenay-Lac-Saint-Jean,8860,7,8668,192,264,0,8564,32,277505,3192.74,11.54,95.13
03,03 - Capitale-Nationale,22777,31,22441,336,997,2,21457,323,757803,3005.66,42.49,131.56
04,04 - Mauricie et Centre-du-Québec,12925,7,12693,232,508,0,12265,152,523331.5,2469.75,28.99,97.07
05,05 - Estrie,11761,18,11303,458,311,1,11259,191,494966.5,2376.12,38.45,62.83
06,06 - Montréal,109693,341,106825,2868,4558,5,101642,3493,2072060.5,5293.91,168.06,219.97
07,07 - Outaouais,6519,20,6102,417,167,3,6182,170,402744,1618.65,42.03,41.47
08,08 - Abitibi-Témiscamingue,885,1,852,33,7,0,839,39,147637,599.44,26.41,4.74
09,09 - Côte-Nord,355,0,340,15,3,0,351,1,89700.5,395.76,1.12,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1731,3,1712,19,45,0,1663,23,89823,1927.12,25.66,50.10
12,12 - Chaudière-Appalaches,11789,13,11524,265,288,0,11419,82,431109.5,2734.57,18.99,66.80
13,13 - Laval,25600,96,24027,1573,876,2,23922,802,444658.5,5757.23,179.59,197.01
14,14 - Lanaudière,20862,47,20151,711,495,1,19816,551,522367,3993.74,105.02,94.76
15,15 - Laurentides,16961,70,16358,603,475,0,16031,455,630238,2691.21,71.82,75.37
16,16 - Montérégie,42551,76,40758,1793,1492,1,40298,761,1438226,2958.58,52.71,103.74
17,17 - Nunavik,45,0,43,2,0,0,44,1,14336.5,313.88,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,258,1,254,4,0,0,252,6,.,.,.,.
999,Ensemble du Québec,295390,738,285849,9541,10518,15,277738,7134,8565469.5,3448.61,83.03,122.80

