No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,56,60,1,49,6,173,2.3 %
3,03 - Capitale-Nationale,3,288,89,6,128,12,526,7.0 %
4,04 - Mauricie et Centre-du-Québec,6,124,86,19,70,5,310,4.1 %
5,05 - Estrie,1,35,20,1,33,5,95,1.3 %
6,06 - Montréal,195,2516,387,105,457,48,3708,49.4 %
7,07 - Outaouais,6,23,22,11,29,1,92,1.2 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,15,0,13,0,42,0.6 %
12,12 - Chaudière-Appalaches,5,49,38,6,47,4,149,2.0 %
13,13 - Laval,2,472,68,43,143,6,734,9.8 %
14,14 - Lanaudière,3,207,66,7,79,2,364,4.8 %
15,15 - Laurentides,59,120,61,30,62,12,344,4.6 %
16,16 - Montérégie,13,438,166,43,267,13,940,12.5 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),297,4349,1087,276,1384,115,7508,
9999,Ensemble du Québec (%),4.0 %,57.9 %,14.5 %,3.7 %,18.4 %,1.5 %,           .,100.0 %
