,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1105,20,1092,13,24,0,919,162,197074,560.70,82.20,12.18
02,02 - Saguenay–Lac-Saint-Jean,6284,76,6120,164,173,4,5422,689,277632,2263.43,248.17,62.31
03,03 - Capitale-Nationale,14207,235,13943,264,526,10,11649,2032,755459,1880.58,268.98,69.63
04,04 - Mauricie et Centre-du-Québec,8027,73,7818,209,310,4,6745,972,522341,1536.74,186.09,59.35
05,05 - Estrie,6041,111,5708,333,95,3,4901,1045,493163,1224.95,211.90,19.26
06,06 - Montréal,57821,748,55051,2770,3708,1,48812,5301,2065657,2799.16,256.63,179.51
07,07 - Outaouais,3972,26,3677,295,92,0,3529,351,401032,990.44,87.52,22.94
08,08 - Abitibi-Témiscamingue,300,2,267,33,4,0,274,22,147616,203.23,14.90,2.71
09,09 - Côte-Nord,240,4,227,13,2,0,211,27,90033,266.57,29.99,2.22
10,10 - Nord-du-Québec,56,0,54,2,0,0,55,1,13558,413.04,7.38,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1481,10,1462,19,42,0,1352,87,89998,1645.59,96.67,46.67
12,12 - Chaudière-Appalaches,6475,124,6230,245,149,1,5592,734,430309,1504.73,170.58,34.63
13,13 - Laval,13226,158,11975,1251,734,1,11278,1214,442745,2987.27,274.20,165.78
14,14 - Lanaudière,12792,121,12088,704,364,3,11216,1212,520092,2459.56,233.04,69.99
15,15 - Laurentides,8851,90,8254,597,344,1,7871,636,626968,1411.71,101.44,54.87
16,16 - Montérégie,22856,196,21501,1355,940,5,19852,2064,1432751,1595.25,144.06,65.61
17,17 - Nunavik,29,-1,27,2,0,0,29,0,14260,203.37,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,17,0,17,0,1,0,15,1,18385,92.47,5.44,5.44
98,Inconnu,3,0,3,0,0,0,3,0,           .,         .  ,         .  ,         .  
99,Hors Québec,132,1,130,2,0,0,125,7,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,163915,1994,155644,8271,7508,33,139850,16557,8539073,1919.59,193.90,87.93
