,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,11277,71,11239,38,77,0,10253,947,197738.33333,5702.99,479.10,38.94,113
02,02 - Saguenay-Lac-Saint-Jean,20218,119,19862,356,305,2,18648,1265,278600,7257.00,454.06,109.48,150
03,03 - Capitale-Nationale,62042,463,61677,365,1224,3,55731,5087,761103.66667,8151.58,663.60,160.82,514
04,04 - Mauricie et Centre-du-Québec,41431,396,41191,240,703,8,36613,4115,527666.66667,7851.74,776.00,133.23,402
05,05 - Estrie,36965,222,36439,526,471,3,34297,2197,502406,7357.60,432.50,93.75,355
06,06 - Montréal,262604,1602,259320,3284,5081,9,244515,13008,2061667.3333,12737.46,627.96,246.45,2035
07,07 - Outaouais,31854,168,31412,442,245,0,29936,1673,405378.66667,7857.84,408.31,60.44,205
08,08 - Abitibi-Témiscamingue,5134,77,5099,35,32,1,4275,827,147876.33333,3471.82,559.01,21.64,94
09,09 - Côte-Nord,3304,78,3277,27,6,0,2604,694,90082.333333,3667.76,773.97,6.66,58
10,10 - Nord-du-Québec,639,17,550,89,0,0,532,107,13383.666667,4774.48,804.27,0.00,15
11,11 - Gaspésie-Îles-de-la-Madeleine,4282,22,4246,36,49,0,3997,236,90783.333333,4716.72,259.64,53.97,45
12,12 - Chaudière-Appalaches,45520,310,45245,275,458,2,41588,3474,434525.66667,10475.79,795.75,105.40,435
13,13 - Laval,61615,281,59652,1963,985,2,58108,2522,445993.33333,13815.23,560.29,220.86,406
14,14 - Lanaudière,56812,235,56097,715,623,6,53287,2902,530581,10707.51,540.40,117.42,483
15,15 - Laurentides,58509,1155,57904,605,593,14,54382,3534,640046.66667,9141.36,544.77,92.65,1171
16,16 - Montérégie,117065,692,115153,1912,1834,9,107483,7748,1452381.3333,8060.21,528.22,126.28,920
17,17 - Nunavik,1995,32,1991,4,6,0,1707,282,14619,13646.62,1896.31,41.04,81
18,18 - Terres-Cries-de-la-Baie-James,1295,43,1143,152,5,0,975,315,18660.333333,6939.85,1660.43,26.79,78
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2377,12,2369,8,1,0,2280,96,.,.,.,.,14
999,Ensemble du Québec,824942,5995,813869,11073,12698,59,761215,51029,8613493.6667,9577.32,588.08,147.42,7574

