No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,9,0,27,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,88,73,2,82,8,254,2.7 %
3,03 - Capitale-Nationale,3,450,115,12,247,25,852,9.2 %
4,04 - Mauricie et Centre-du-Québec,6,136,159,21,95,5,422,4.6 %
5,05 - Estrie,2,109,34,16,72,10,243,2.6 %
6,06 - Montréal,200,2636,577,118,562,58,4151,44.8 %
7,07 - Outaouais,7,60,31,11,37,1,147,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,18,0,13,0,45,0.5 %
12,12 - Chaudière-Appalaches,5,86,57,6,71,4,229,2.5 %
13,13 - Laval,2,484,99,50,164,6,805,8.7 %
14,14 - Lanaudière,3,243,92,8,95,2,443,4.8 %
15,15 - Laurentides,61,148,76,37,70,13,405,4.4 %
16,16 - Montérégie,13,549,246,52,367,13,1240,13.4 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),306,5010,1589,337,1885,146,9273,
9999,Ensemble du Québec (%),3.3 %,54.0 %,17.1 %,3.6 %,20.3 %,1.6 %,           .,100.0 %
