No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,166,n.d.,20742,      800.31,n.d.
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,279,16,34840,      800.80,       45.87
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,92,5,19055.5,      482.80,       26.32
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,28,0,8507,      329.14,        0.00
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,587,n.d.,57728,     1016.84,n.d.
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,82,0,17948.5,      456.86,        0.00
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,207,0,20658.5,     1002.01,        0.00
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,50,0,17455,      286.45,        0.00
01,01 - Bas-Saint-Laurent,,Total,1507,25,196934.5,      765.23,       12.70
02,02 - Saguenay–Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,315,0,31025,     1015.31,        0.00
02,02 - Saguenay–Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,682,n.d.,25019.5,     2725.87,n.d.
02,02 - Saguenay–Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2314,6,52281,     4426.08,       11.48
02,02 - Saguenay–Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2054,n.d.,67384,     3048.20,n.d.
02,02 - Saguenay–Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2800,15,79237.5,     3533.68,       18.92
02,02 - Saguenay–Lac-Saint-Jean,0216,0216 - RLS de La Baie,621,n.d.,22558,     2752.90,n.d.
02,02 - Saguenay–Lac-Saint-Jean,,Total,8793,26,277505,     3168.59,        9.37
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1370,14,55121,     2485.44,       25.29
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,10292,217,321832.5,     3197.94,       67.26
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,9635,134,352784,     2731.13,       37.84
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,506,n.d.,28065.5,     1802.93,n.d.
03,03 - Capitale-Nationale,,Total,22008,371,757803,     2904.18,       48.81
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,363,42,15002,     2419.68,      280.30
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,402,n.d.,25591.5,     1570.83,n.d.
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,552,26,22969.5,     2403.19,      113.15
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1385,44,64680,     2141.31,       67.99
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,3509,64,143710,     2441.72,       44.45
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,775,32,44674,     1734.79,       71.54
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,3250,86,108252,     3002.25,       79.17
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,2262,38,98452.5,     2297.55,       38.52
04,04 - Mauricie et Centre-du-Québec,,Total,12596,335,523331.5,     2406.89,       63.89
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,938,58,56363,     1664.21,      102.47
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,2894,103,106352,     2721.15,       96.40
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,689,39,52727.5,     1306.72,       73.67
05,05 - Estrie,0514,0514 - RLS de Coaticook,411,15,18758.5,     2191.01,       79.89
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,3932,96,170859,     2301.31,       55.93
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,648,51,31559.5,     2053.26,      161.24
05,05 - Estrie,0517,0517 - RLS d'Asbestos,483,6,14238.5,     3392.21,       42.19
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,398,11,22777.5,     1747.34,       48.23
05,05 - Estrie,0519,0519 - RLS du Granit,811,28,21331,     3801.98,      131.39
05,05 - Estrie,,Total,11206,407,494966.5,     2263.99,       81.93
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,7575,271,224851,     3368.90,      120.39
