No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,8,6,4,9,0,30,0.3 %
02,02 - Saguenay–Lac-Saint-Jean,0,94,73,3,85,8,263,2.6 %
03,03 - Capitale-Nationale,3,491,136,23,287,23,963,9.4 %
04,04 - Mauricie et Centre-du-Québec,6,149,210,21,98,5,489,4.8 %
05,05 - Estrie,3,123,50,17,90,11,294,2.9 %
06,06 - Montréal,201,2715,698,128,637,70,4449,43.5 %
07,07 - Outaouais,8,63,32,13,40,1,157,1.5 %
08,08 - Abitibi-Témiscamingue,0,0,6,0,1,0,7,0.1 %
09,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,15,17,0,13,0,45,0.4 %
12,12 - Chaudière-Appalaches,5,104,67,6,96,4,282,2.8 %
13,13 - Laval,2,505,123,51,169,6,856,8.4 %
14,14 - Lanaudière,3,249,109,11,110,2,484,4.7 %
15,15 - Laurentides,64,172,83,48,79,14,460,4.5 %
16,16 - Montérégie,15,602,323,59,438,8,1445,14.1 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),313,5290,1937,384,2152,153,10229,
9999,Ensemble du Québec (%),3.1 %,51.7 %,18.9 %,3.8 %,21.0 %,1.5 %,           .,100.0 %
