,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1507,6,1490,17,30,0,1452,25,196934.5,765.23,12.70,15.23
02,02 - Saguenay–Lac-Saint-Jean,8793,3,8605,188,263,0,8504,26,277505,3168.59,9.37,94.77
03,03 - Capitale-Nationale,22008,32,21674,334,963,0,20674,371,757803,2904.18,48.81,127.08
04,04 - Mauricie et Centre-du-Québec,12596,16,12366,230,489,0,11772,335,523331.5,2406.89,63.89,93.44
05,05 - Estrie,11206,54,10775,431,294,0,10505,407,494966.5,2263.99,81.93,59.40
06,06 - Montréal,101393,316,98540,2853,4449,6,92180,4764,2072060.5,4893.34,229.21,214.71
07,07 - Outaouais,6056,17,5658,398,157,0,5776,123,402744,1503.68,30.41,38.98
08,08 - Abitibi-Témiscamingue,776,6,743,33,7,0,716,53,147637,525.61,35.89,4.74
09,09 - Côte-Nord,350,0,335,15,3,0,344,3,89700.5,390.19,3.36,3.34
10,10 - Nord-du-Québec,86,0,84,2,0,0,86,0,13521.5,636.02,0.00,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1701,0,1682,19,45,0,1647,9,89823,1893.72,10.04,50.10
12,12 - Chaudière-Appalaches,11565,19,11303,262,282,1,10937,346,431109.5,2682.61,80.11,65.41
13,13 - Laval,23586,62,22111,1475,856,2,21877,853,444658.5,5304.30,191.01,192.51
14,14 - Lanaudière,19534,47,18822,712,484,1,18427,623,522367,3739.52,118.75,92.66
15,15 - Laurentides,15512,44,14913,599,460,0,14596,456,630238,2461.29,71.98,72.99
16,16 - Montérégie,40443,106,38776,1667,1445,5,37547,1451,1438226,2812.01,100.51,100.47
17,17 - Nunavik,40,0,38,2,0,0,40,0,14336.5,279.01,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,117,0,117,0,2,0,111,4,18507,632.19,21.47,10.81
98,Inconnu,4,0,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,245,0,241,4,0,0,239,6,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,277518,728,268277,9241,10229,15,257434,9855,8565469.5,3239.96,114.70,119.42
