No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,9,0,27,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,82,71,2,80,8,244,2.7 %
3,03 - Capitale-Nationale,3,432,111,9,240,24,819,9.0 %
4,04 - Mauricie et Centre-du-Québec,6,129,150,21,93,5,404,4.5 %
5,05 - Estrie,1,108,28,14,67,10,228,2.5 %
6,06 - Montréal,199,2622,544,116,545,58,4084,45.1 %
7,07 - Outaouais,7,54,32,11,37,1,142,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,18,0,13,0,45,0.5 %
12,12 - Chaudière-Appalaches,5,84,51,6,68,4,218,2.4 %
13,13 - Laval,2,479,100,50,160,6,797,8.8 %
14,14 - Lanaudière,3,237,89,8,94,2,433,4.8 %
15,15 - Laurentides,61,142,72,36,69,13,393,4.3 %
16,16 - Montérégie,13,542,237,52,354,13,1211,13.4 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),304,4932,1515,329,1830,145,9055,
9999,Ensemble du Québec (%),3.4 %,54.5 %,16.7 %,3.6 %,20.2 %,1.6 %,           .,100.0 %
