No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,74,70,2,80,8,235,2.7 %
3,03 - Capitale-Nationale,3,394,105,9,224,18,753,8.7 %
4,04 - Mauricie et Centre-du-Québec,6,126,138,20,87,5,382,4.4 %
5,05 - Estrie,1,103,26,10,53,8,201,2.3 %
6,06 - Montréal,199,2589,490,112,524,53,3967,45.9 %
7,07 - Outaouais,7,46,31,11,37,1,133,1.5 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,16,0,13,0,43,0.5 %
12,12 - Chaudière-Appalaches,5,81,49,6,58,4,203,2.3 %
13,13 - Laval,2,476,95,50,153,6,782,9.0 %
14,14 - Lanaudière,3,228,83,7,87,2,410,4.7 %
15,15 - Laurentides,59,136,68,32,67,12,374,4.3 %
16,16 - Montérégie,13,520,208,48,328,13,1130,13.1 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),302,4794,1391,311,1718,131,8647,
9999,Ensemble du Québec (%),3.5 %,55.4 %,16.1 %,3.6 %,19.9 %,1.5 %,           .,100.0 %
