,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1509,2,1492,17,30,0,1454,25,196934.5,766.24,12.70,15.23
02,02 - Saguenay–Lac-Saint-Jean,8795,2,8606,189,263,0,8510,22,277505,3169.31,7.93,94.77
03,03 - Capitale-Nationale,22038,30,21702,336,964,1,20730,344,757803,2908.14,45.25,127.21
04,04 - Mauricie et Centre-du-Québec,12608,12,12378,230,493,4,11797,318,523331.5,2409.18,60.65,94.20
05,05 - Estrie,11240,34,10807,433,294,0,10567,379,494966.5,2270.86,76.29,59.40
06,06 - Montréal,101721,328,98868,2853,4456,7,92668,4597,2072060.5,4909.17,221.17,215.05
07,07 - Outaouais,6065,9,5666,399,157,0,5784,124,402744,1505.92,30.66,38.98
08,08 - Abitibi-Témiscamingue,780,4,747,33,7,0,716,57,147637,528.32,38.60,4.74
09,09 - Côte-Nord,350,0,335,15,3,0,344,3,89700.5,390.19,3.36,3.34
10,10 - Nord-du-Québec,86,0,84,2,0,0,86,0,13521.5,636.02,0.00,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1702,1,1683,19,45,0,1649,8,89823,1894.84,8.92,50.10
12,12 - Chaudière-Appalaches,11577,12,11315,262,282,0,10993,302,431109.5,2685.40,69.92,65.41
13,13 - Laval,23641,55,22161,1480,856,0,21988,797,444658.5,5316.66,178.47,192.51
14,14 - Lanaudière,19578,44,18866,712,484,0,18474,620,522367,3747.94,118.18,92.66
15,15 - Laurentides,15551,39,14952,599,461,1,14663,427,630238,2467.48,67.40,73.15
16,16 - Montérégie,40539,96,38869,1670,1449,4,37723,1367,1438226,2818.68,94.69,100.75
17,17 - Nunavik,41,1,39,2,0,0,40,1,14336.5,285.98,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,117,0,117,0,2,0,111,4,18507,632.19,21.47,10.81
98,Inconnu,4,0,4,0,0,0,4,0,           .,         .  ,         .  ,         .  
99,Hors Québec,245,0,241,4,0,0,241,4,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,278187,669,268932,9255,10246,17,258542,9399,8565469.5,3247.77,109.39,119.62
