Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;5;60;54,6;9887;9001,1;0;;0;
5-9 ans;5;38;35,3;15105;14040,7;0;;0;
10-19 ans;< 5;94;47,3;30768;15467,9;0;;0;
20-29 ans;25;397;121,9;59733;18346,7;0;;5;n.p.
30-39 ans;30;527;160,6;54280;16538;0;;12;* 3,7
40-49 ans;35;465;167,5;46903;16896,2;0;;35;* 12,6
50-59 ans;29;449;175;35923;14005,1;< 5;n.p.;149;58,1
60-69 ans;23;354;163,6;20918;9669,3;< 5;n.p.;400;184,9
70-79 ans;18;278;192,4;12742;8817,5;< 5;n.p.;967;669,2
80 ans et +;28;458;455,3;19835;19718,5;19;* 18,9;3895;3872,1
Manquant;< 5;6;;219;;0;;0;
Total;204;3126;151,3;306313;14828,8;30;* 1,5;5463;264,5
