,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1930,44,1911,19,30,0,1624,276,196934.5,980.02,140.25,15.23
02,02 - Saguenay-Lac-Saint-Jean,9412,16,9207,205,265,0,8927,220,277505,3391.65,79.31,95.49
03,03 - Capitale-Nationale,23943,129,23603,340,1015,1,22108,820,757803,3159.53,107.87,133.94
04,04 - Mauricie et Centre-du-Québec,13194,12,12961,233,508,0,12536,150,523331.5,2521.16,28.61,97.07
05,05 - Estrie,11994,11,11525,469,321,0,11542,131,494966.5,2423.19,26.37,64.85
06,06 - Montréal,115459,305,112561,2898,4617,3,107634,3208,2072060.5,5572.18,154.34,222.82
07,07 - Outaouais,7434,57,7008,426,172,0,6808,454,402744,1845.84,112.25,42.71
08,08 - Abitibi-Témiscamingue,973,13,940,33,8,0,904,61,147637,659.05,41.31,5.42
09,09 - Côte-Nord,360,0,345,15,3,0,356,1,89700.5,401.34,1.12,3.34
10,10 - Nord-du-Québec,88,0,86,2,0,0,88,0,13521.5,650.82,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1748,1,1729,19,45,0,1702,1,89823,1946.05,1.12,50.10
12,12 - Chaudière-Appalaches,12284,41,12016,268,288,0,11660,336,431109.5,2849.39,77.79,66.80
13,13 - Laval,27131,60,25514,1617,889,3,25502,740,444658.5,6101.54,165.71,199.93
14,14 - Lanaudière,21683,46,20972,711,501,0,20812,370,522367,4150.91,70.52,95.91
15,15 - Laurentides,17828,39,17225,603,482,0,16954,392,630238,2828.77,61.88,76.48
16,16 - Montérégie,44155,90,42273,1882,1511,0,41693,951,1438226,3070.10,65.87,105.06
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,281,0,276,5,0,0,274,7,.,.,.,.
999,Ensemble du Québec,310066,864,300319,9747,10658,7,291290,8118,8565469.5,3619.95,94.48,124.43

