,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3103,32,3083,20,38,1,2673,392,196934.5,1575.65,199.19,19.30
02,02 - Saguenay-Lac-Saint-Jean,10315,8,10103,212,266,0,9853,196,277505,3717.05,70.66,95.85
03,03 - Capitale-Nationale,31418,84,31068,350,1088,0,29303,1027,757803,4145.93,135.11,143.57
04,04 - Mauricie et Centre-du-Québec,14282,26,14044,238,510,1,13483,289,523331.5,2729.05,55.12,97.45
05,05 - Estrie,13385,47,12876,509,333,0,12606,446,494966.5,2704.22,89.78,67.28
06,06 - Montréal,126087,206,123169,2918,4681,0,118721,2685,2072060.5,6085.10,129.18,225.91
07,07 - Outaouais,11397,15,10949,448,197,0,10734,466,402744,2829.84,115.22,48.91
08,08 - Abitibi-Témiscamingue,1098,0,1065,33,9,0,1082,7,147637,743.72,4.74,6.10
09,09 - Côte-Nord,528,5,509,19,3,0,474,51,89700.5,588.63,57.07,3.34
10,10 - Nord-du-Québec,94,0,92,2,0,0,90,4,13521.5,695.19,29.66,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1843,4,1824,19,45,0,1776,22,89823,2051.81,24.54,50.10
12,12 - Chaudière-Appalaches,17054,99,16777,277,325,0,15783,946,431109.5,3955.84,219.03,75.39
13,13 - Laval,29943,88,28184,1759,901,0,28388,654,444658.5,6733.93,146.45,202.63
14,14 - Lanaudière,23148,35,22438,710,510,0,22223,415,522367,4431.37,79.10,97.63
15,15 - Laurentides,19859,32,19254,605,497,0,19001,361,630238,3151.03,56.98,78.86
16,16 - Montérégie,48593,116,46657,1936,1538,0,45874,1181,1438226,3378.68,81.80,106.94
17,17 - Nunavik,47,0,45,2,0,0,46,1,14336.5,327.83,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,362,1,357,5,0,0,348,14,.,.,.,.
999,Ensemble du Québec,352678,798,342616,10062,10944,2,332577,9157,8565469.5,4117.44,106.58,127.77

