,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3945,2,3919,26,51,0,3871,23,196934.5,2003.20,11.69,25.90
02,02 - Saguenay-Lac-Saint-Jean,10999,1,10778,221,270,0,10710,19,277505,3963.53,6.85,97.30
03,03 - Capitale-Nationale,32720,9,32368,352,1112,0,31549,59,757803,4317.74,7.76,146.74
04,04 - Mauricie et Centre-du-Québec,15163,6,14924,239,520,1,14602,41,523331.5,2897.40,7.82,99.36
05,05 - Estrie,14844,3,14326,518,351,0,14440,53,494966.5,2998.99,10.67,70.91
06,06 - Montréal,132155,46,129234,2921,4757,0,126757,641,2072060.5,6377.95,30.84,229.58
07,07 - Outaouais,12394,9,11947,447,214,0,12087,93,402744,3077.39,22.99,53.14
08,08 - Abitibi-Témiscamingue,1139,-1,1106,33,9,0,1121,9,147637,771.49,6.10,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,568,1,89700.5,637.68,1.12,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,109,0,13521.5,806.12,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2053,1,2033,20,45,0,1977,31,89823,2285.61,34.58,50.10
12,12 - Chaudière-Appalaches,19210,6,18929,281,357,0,18727,126,431109.5,4455.94,29.17,82.81
13,13 - Laval,31437,23,29625,1812,911,0,30409,117,444658.5,7069.92,26.20,204.88
14,14 - Lanaudière,23932,6,23221,711,516,0,23311,105,522367,4581.45,20.01,98.78
15,15 - Laurentides,20910,11,20306,604,506,0,20348,56,630238,3317.79,8.84,80.29
16,16 - Montérégie,51163,30,49210,1953,1552,-1,49387,224,1438226,3557.37,15.52,107.91
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,456,1,451,5,0,0,448,8,.,.,.,.
999,Ensemble du Québec,373370,153,363204,10166,11177,0,360587,1606,8565469.5,4359.01,18.69,130.49

