No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,162,8,26,0,212,1.2 %
02,02 - Saguenay-Lac-Saint-Jean,0,163,191,11,152,12,529,3.1 %
03,03 - Capitale-Nationale,7,664,471,42,504,40,1728,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,158,895,23,114,5,1199,7.1 %
05,05 - Estrie,4,198,275,26,201,16,720,4.2 %
06,06 - Montréal,218,2862,1569,161,830,81,5721,33.7 %
07,07 - Outaouais,11,100,146,15,72,8,352,2.1 %
08,08 - Abitibi-Témiscamingue,3,40,60,6,19,1,129,0.8 %
09,09 - Côte-Nord,0,0,58,0,1,0,59,0.3 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,63,0,13,0,92,0.5 %
12,12 - Chaudière-Appalaches,5,178,335,11,207,6,742,4.4 %
13,13 - Laval,6,560,317,59,226,12,1180,6.9 %
14,14 - Lanaudière,3,340,299,26,188,6,862,5.1 %
15,15 - Laurentides,64,286,351,67,127,14,909,5.3 %
16,16 - Montérégie,16,735,1040,80,642,13,2526,14.9 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),344,6313,6269,535,3322,215,16998,
9999,Ensemble du Québec (%),2.0 %,37.1 %,36.9 %,3.1 %,19.5 %,1.3 %,.,100.0 %

