,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3071,26,3051,20,37,0,2645,389,196934.5,1559.40,197.67,18.79
02,02 - Saguenay-Lac-Saint-Jean,10307,47,10095,212,266,0,9816,225,277505,3714.17,81.12,95.85
03,03 - Capitale-Nationale,31334,87,30984,350,1088,5,29139,1107,757803,4134.85,145.63,143.57
04,04 - Mauricie et Centre-du-Québec,14256,32,14019,237,509,0,13459,288,523331.5,2724.09,54.93,97.26
05,05 - Estrie,13338,40,12830,508,333,0,12574,431,494966.5,2694.73,86.76,67.28
06,06 - Montréal,125881,277,122964,2917,4681,1,118449,2751,2072060.5,6075.16,132.36,225.91
07,07 - Outaouais,11382,45,10934,448,197,0,10659,526,402744,2826.11,130.05,48.91
08,08 - Abitibi-Témiscamingue,1098,0,1065,33,9,0,1080,9,147637,743.72,6.10,6.10
09,09 - Côte-Nord,523,2,504,19,3,0,467,53,89700.5,583.05,59.31,3.34
10,10 - Nord-du-Québec,94,0,92,2,0,0,90,4,13521.5,695.19,29.66,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1839,1,1820,19,45,0,1773,21,89823,2047.36,23.42,50.10
12,12 - Chaudière-Appalaches,16955,117,16678,277,325,1,15666,964,431109.5,3932.88,223.19,75.39
13,13 - Laval,29855,83,28099,1756,901,0,28329,625,444658.5,6714.14,139.96,202.63
14,14 - Lanaudière,23113,35,22403,710,510,0,22185,418,522367,4424.67,79.67,97.63
15,15 - Laurentides,19827,59,19222,605,497,0,18942,388,630238,3145.95,61.25,78.86
16,16 - Montérégie,48477,155,46541,1936,1538,2,45731,1208,1438226,3370.61,83.67,106.94
17,17 - Nunavik,47,0,45,2,0,0,46,1,14336.5,327.83,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,361,0,356,5,0,0,344,17,.,.,.,.
999,Ensemble du Québec,351880,1006,341824,10056,10942,9,331513,9425,8565469.5,4108.12,109.70,127.75

