No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,56,68,1,54,6,186,2.4 %
3,03 - Capitale-Nationale,3,294,91,6,140,15,549,7.2 %
4,04 - Mauricie et Centre-du-Québec,6,124,90,20,72,5,317,4.2 %
5,05 - Estrie,1,43,22,2,33,6,107,1.4 %
6,06 - Montréal,196,2525,394,107,461,48,3731,49.0 %
7,07 - Outaouais,6,25,25,11,29,0,96,1.3 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,15,0,13,0,42,0.6 %
12,12 - Chaudière-Appalaches,5,54,41,6,48,4,158,2.1 %
13,13 - Laval,2,472,68,43,143,6,734,9.6 %
14,14 - Lanaudière,3,207,68,7,80,2,367,4.8 %
15,15 - Laurentides,59,122,60,30,63,12,346,4.5 %
16,16 - Montérégie,13,445,165,44,268,13,948,12.5 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),298,4388,1117,281,1411,118,7613,
9999,Ensemble du Québec (%),3.9 %,57.6 %,14.7 %,3.7 %,18.5 %,1.5 %,           .,100.0 %
