No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,9,37,4,13,0,66,0.5 %
02,02 - Saguenay-Lac-Saint-Jean,0,94,96,5,89,8,292,2.4 %
03,03 - Capitale-Nationale,4,533,259,32,331,28,1187,9.7 %
04,04 - Mauricie et Centre-du-Québec,5,154,345,22,110,5,641,5.3 %
05,05 - Estrie,3,134,156,19,125,12,449,3.7 %
06,06 - Montréal,208,2755,1090,140,721,73,4987,40.9 %
07,07 - Outaouais,11,79,64,14,53,3,224,1.8 %
08,08 - Abitibi-Témiscamingue,2,0,22,0,3,0,27,0.2 %
09,09 - Côte-Nord,0,0,4,0,1,0,5,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,20,0,13,0,48,0.4 %
12,12 - Chaudière-Appalaches,5,129,144,7,138,5,428,3.5 %
13,13 - Laval,2,513,201,53,189,6,964,7.9 %
14,14 - Lanaudière,3,267,171,15,126,4,586,4.8 %
15,15 - Laurentides,64,184,147,54,86,14,549,4.5 %
16,16 - Montérégie,16,633,519,62,489,9,1728,14.2 %
17,17 - Nunavik,0,0,6,0,0,0,6,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,4,0,0,1,5,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,1,0,0,0,1,0.0 %
999,Ensemble du Québec (n),326,5499,3286,427,2487,168,12193,
9999,Ensemble du Québec (%),2.7 %,45.1 %,26.9 %,3.5 %,20.4 %,1.4 %,.,100.0 %

