No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,6,0,24,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,70,70,1,76,8,226,2.7 %
3,03 - Capitale-Nationale,3,372,100,9,216,17,717,8.5 %
4,04 - Mauricie et Centre-du-Québec,6,125,126,20,85,5,367,4.3 %
5,05 - Estrie,1,98,23,10,45,8,185,2.2 %
6,06 - Montréal,199,2572,469,112,504,51,3907,46.3 %
7,07 - Outaouais,7,42,29,11,33,0,122,1.4 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,16,0,13,0,43,0.5 %
12,12 - Chaudière-Appalaches,5,78,49,6,56,4,198,2.3 %
13,13 - Laval,2,473,88,50,151,6,770,9.1 %
14,14 - Lanaudière,3,228,77,7,85,2,402,4.8 %
15,15 - Laurentides,59,135,67,31,64,12,368,4.4 %
16,16 - Montérégie,13,508,206,48,314,13,1102,13.1 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),302,4722,1332,309,1649,127,8441,
9999,Ensemble du Québec (%),3.6 %,55.9 %,15.8 %,3.7 %,19.5 %,1.5 %,           .,100.0 %
