,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3803,18,3777,26,40,0,3504,259,196934.5,1931.10,131.61,20.31
02,02 - Saguenay-Lac-Saint-Jean,10749,17,10529,220,269,0,10282,198,277505,3873.44,71.38,96.94
03,03 - Capitale-Nationale,32362,26,32010,352,1105,1,30893,364,757803,4270.50,47.89,145.82
04,04 - Mauricie et Centre-du-Québec,14935,30,14696,239,516,0,14172,247,523331.5,2853.83,47.11,98.60
05,05 - Estrie,14370,74,13858,512,342,0,13537,491,494966.5,2903.23,98.84,69.10
06,06 - Montréal,129866,267,126943,2923,4723,5,122823,2320,2072060.5,6267.48,111.62,227.94
07,07 - Outaouais,12000,71,11552,448,209,0,11517,274,402744,2979.56,67.75,51.89
08,08 - Abitibi-Témiscamingue,1111,2,1078,33,9,0,1098,4,147637,752.52,2.71,6.10
09,09 - Côte-Nord,569,2,550,19,3,0,552,14,89700.5,634.33,15.67,3.34
10,10 - Nord-du-Québec,106,1,104,2,0,0,99,7,13521.5,783.94,51.91,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1995,17,1975,20,45,0,1877,73,89823,2221.03,81.43,50.10
12,12 - Chaudière-Appalaches,18607,64,18327,280,346,3,17693,568,431109.5,4316.07,131.51,80.26
13,13 - Laval,30945,37,29151,1794,908,0,29608,429,444658.5,6959.27,96.07,204.20
14,14 - Lanaudière,23632,25,22921,711,513,0,22837,282,522367,4524.02,53.75,98.21
15,15 - Laurentides,20533,28,19929,604,500,0,19762,271,630238,3257.98,42.78,79.34
16,16 - Montérégie,50238,69,48291,1947,1544,0,47893,801,1438226,3493.05,55.48,107.35
17,17 - Nunavik,47,0,45,2,0,0,46,1,14336.5,327.83,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,404,4,399,5,0,0,382,22,.,.,.,.
999,Ensemble du Québec,366394,752,356257,10137,11075,9,348694,6625,8565469.5,4277.57,77.11,129.30

