Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;n.d.;167;152;4606;4193,3;0;;0;
5-9 ans;n.d.;227;211;6153;5719,5;0;;0;
10-19 ans;n.d.;565;284;14194;7135,7;0;;0;
20-29 ans;n.d.;649;199,3;21735;6675,8;0;;< 5;n.p.
30-39 ans;n.d.;444;135,3;19869;6053,7;0;;7;n.p.
40-49 ans;n.d.;433;156;19318;6959,1;< 5;n.p.;22;* 7,9
50-59 ans;n.d.;356;138,8;15893;6196,1;< 5;n.p.;100;39
60-69 ans;n.d.;158;73;9747;4505,5;6;n.p.;321;148,4
70-79 ans;n.d.;71;49,1;6369;4407,4;6;n.p.;826;571,6
80 ans et +;n.d.;76;75,6;11886;11816,2;12;* 11,9;3444;3423,8
Manquant;n.d.;0;;96;;0;;0;
Total;267;3146;152,3;129866;6286,9;30;* 1,5;4723;228,6
