No,RSS,NoRLS,RLS,Cas,Cas actifs,Population,Cas pour 100 000,Cas actifs pour 100 000
01,01 - Bas-Saint-Laurent,0111,0111 - RLS de Kamouraska,174,8,20742,838.88,38.64
01,01 - Bas-Saint-Laurent,0112,0112 - RLS de Rivière-du-Loup,298,9,34840,855.34,25.80
01,01 - Bas-Saint-Laurent,0113,0113 - RLS de Témiscouata,124,5,19055.5,650.73,26.32
01,01 - Bas-Saint-Laurent,0114,0114 - RLS des Basques,32,n.d.,8507,376.16,n.d.
01,01 - Bas-Saint-Laurent,0115,0115 - RLS de Rimouski,596,n.d.,57728,1032.43,n.d.
01,01 - Bas-Saint-Laurent,0116,0116 - RLS de La Mitis,84,n.d.,17948.5,468.01,n.d.
01,01 - Bas-Saint-Laurent,0117,0117 - RLS de Matane,220,12,20658.5,1064.94,58.28
01,01 - Bas-Saint-Laurent,0118,0118 - RLS de La Matapédia,50,0,17455,286.45,0.00
01,01 - Bas-Saint-Laurent,,Total,1593,42,196934.5,808.90,21.34
02,02 - Saguenay-Lac-Saint-Jean,0211,0211 - RLS du Domaine-du-Roy,325,7,31025,1047.54,22.60
02,02 - Saguenay-Lac-Saint-Jean,0212,0212 - RLS de Maria-Chapdelaine,684,n.d.,25019.5,2733.87,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0213,0213 - RLS de Lac-Saint-Jean-Est,2343,12,52281,4481.55,22.96
02,02 - Saguenay-Lac-Saint-Jean,0214,0214 - RLS de Jonquière,2059,n.d.,67384,3055.62,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0215,0215 - RLS de Chicoutimi,2809,n.d.,79237.5,3545.04,n.d.
02,02 - Saguenay-Lac-Saint-Jean,0216,0216 - RLS de La Baie,621,0,22558,2752.90,0.00
02,02 - Saguenay-Lac-Saint-Jean,,Total,8848,25,277505,3188.41,9.01
03,03 - Capitale-Nationale,0311,0311 - RLS de Portneuf,1402,19,55121,2543.50,34.33
03,03 - Capitale-Nationale,0312,0312 - RLS de Québec-Sud,10604,127,321832.5,3294.88,39.36
03,03 - Capitale-Nationale,0313,0313 - RLS de Québec-Nord,9992,167,352784,2832.33,47.16
03,03 - Capitale-Nationale,0314,0314 - RLS de Charlevoix,514,n.d.,28065.5,1831.43,n.d.
03,03 - Capitale-Nationale,,Total,22705,321,757803,2996.16,42.23
04,04 - Mauricie et Centre-du-Québec,0411,0411 - RLS du Haut-Saint-Maurice,400,27,15002,2666.31,180.19
04,04 - Mauricie et Centre-du-Québec,0412,0412 - RLS de la Vallée de la Batiscan,404,0,25591.5,1578.65,0.00
04,04 - Mauricie et Centre-du-Québec,0413,0413 - RLS de Maskinongé,576,16,22969.5,2507.67,69.63
04,04 - Mauricie et Centre-du-Québec,0414,0414 - RLS du Centre-de-la-Mauricie,1391,7,64680,2150.59,10.82
04,04 - Mauricie et Centre-du-Québec,0415,0415 - RLS de Trois-Rivières,3562,23,143710,2478.60,15.97
04,04 - Mauricie et Centre-du-Québec,0416,0416 - RLS de Bécancour - Nicolet-Yamaska,799,7,44674,1788.51,15.65
04,04 - Mauricie et Centre-du-Québec,0417,0417 - RLS de Drummond,3365,46,108252,3108.49,42.34
04,04 - Mauricie et Centre-du-Québec,0418,0418 - RLS d'Arthabaska - de l'Érable,2304,19,98452.5,2340.21,19.26
04,04 - Mauricie et Centre-du-Québec,,Total,12900,146,523331.5,2464.98,27.85
05,05 - Estrie,0511,0511 - RLS de la Pommeraie,988,22,56363,1752.92,38.87
05,05 - Estrie,0512,0512 - RLS de la Haute-Yamaska,3051,52,106352,2868.78,48.67
05,05 - Estrie,0513,0513 - RLS de Memphrémagog,725,11,52727.5,1374.99,20.78
05,05 - Estrie,0514,0514 - RLS de Coaticook,426,9,18758.5,2270.97,47.93
05,05 - Estrie,0515,0515 - RLS de Sherbrooke,4084,37,170859,2390.28,21.56
05,05 - Estrie,0516,0516 - RLS de Val Saint-François,631,11,31559.5,1999.40,34.78
05,05 - Estrie,0517,0517 - RLS d'Asbestos,569,36,14238.5,3996.21,253.16
05,05 - Estrie,0518,0518 - RLS du Haut-Saint-François,401,n.d.,22777.5,1760.51,n.d.
05,05 - Estrie,0519,0519 - RLS du Granit,834,n.d.,21331,3909.80,n.d.
05,05 - Estrie,,Total,11710,180,494966.5,2365.82,36.23
06,06 - Montréal,0611,0611 - RLS de Pierrefonds - Lac Saint-Louis,8222,257,224851,3656.64,114.17
06,06 - Montréal,0612,0612 - RLS de Dorval - Lachine - Lasalle,7676,167,149985,5117.85,111.00
06,06 - Montréal,0621,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,5631,226,131806.5,4272.17,170.97
06,06 - Montréal,0622,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,12994,481,246803,5264.93,194.03
06,06 - Montréal,0631,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,6030,170,166781,3615.52,101.59
06,06 - Montréal,0632,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,5844,157,162162,3603.80,96.31
06,06 - Montréal,0641,0641 - RLS du Nord de l'Île - Saint-Laurent,9986,386,162793,6134.17,235.81
06,06 - Montréal,0642,0642 - RLS d'Ahuntsic - Montréal-Nord,12830,338,172965.5,7417.66,194.91
06,06 - Montréal,0643,0643 - RLS de la Petite Patrie - Villeray,4377,111,115764,3780.97,95.65
06,06 - Montréal,0651,0651 - RLS de Saint-Léonard - Saint-Michel,10842,320,139539.5,7769.84,228.71
06,06 - Montréal,0652,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,13335,410,209153.5,6375.70,195.62
06,06 - Montréal,0653,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,8819,207,189456.5,4654.89,109.05
06,06 - Montréal,,Total,108984,3278,2072060.5,5259.69,157.71
07,07 - Outaouais,0711,0711 - RLS du Pontiac,75,0,20175.5,371.74,0.00
07,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,435,6,20531.5,2118.70,29.25
07,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,378,10,39071.5,967.46,25.48
07,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,4810,161,265865.5,1809.19,60.25
07,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,784,16,57100,1373.03,27.93
07,07 - Outaouais,,Total,6491,194,402744,1611.69,47.97
08,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,93,n.d.,20503.5,453.58,n.d.
08,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,249,26,24736.5,1006.61,105.08
08,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,292,6,43239,675.32,13.86
08,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,191,6,43569.5,438.38,13.77
08,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,47,0,15588.5,301.50,0.00
08,08 - Abitibi-Témiscamingue,,Total,879,43,147637,595.38,29.12
09,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,7,0,3216,217.66,0.00
09,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,133,n.d.,40315.5,329.90,n.d.
09,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,88,0,7285.5,1207.88,0.00
09,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,100,0,27264.5,366.78,0.00
09,09 - Côte-Nord,0915,0915 - RLS de la Minganie,17,0,6419,264.84,0.00
09,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,6,0,4556.5,131.68,0.00
09,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,0,643.5,0.00,0.00
09,09 - Côte-Nord,,Total,355,n.d.,89700.5,395.76,n.d.
