,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,1593,7,1575,18,30,0,1521,42,196934.5,808.90,21.34,15.23
02,02 - Saguenay-Lac-Saint-Jean,8848,5,8656,192,264,0,8559,25,277505,3188.41,9.01,95.13
03,03 - Capitale-Nationale,22705,31,22369,336,995,3,21389,321,757803,2996.16,42.23,131.30
04,04 - Mauricie et Centre-du-Québec,12900,8,12669,231,508,0,12246,146,523331.5,2464.98,27.85,97.07
05,05 - Estrie,11710,20,11253,457,308,0,11222,180,494966.5,2365.82,36.23,62.23
06,06 - Montréal,108984,291,106119,2865,4550,4,101156,3278,2072060.5,5259.69,157.71,219.59
07,07 - Outaouais,6491,15,6080,411,164,1,6133,194,402744,1611.69,47.97,40.72
08,08 - Abitibi-Témiscamingue,879,2,846,33,7,0,829,43,147637,595.38,29.12,4.74
09,09 - Côte-Nord,355,0,340,15,3,0,351,1,89700.5,395.76,1.12,3.34
10,10 - Nord-du-Québec,87,0,85,2,0,0,87,0,13521.5,643.42,0.00,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1724,7,1705,19,45,0,1663,16,89823,1919.33,17.85,50.10
12,12 - Chaudière-Appalaches,11758,9,11493,265,288,0,11399,71,431109.5,2727.38,16.44,66.80
13,13 - Laval,25414,82,23851,1563,873,2,23792,749,444658.5,5715.40,167.72,196.33
14,14 - Lanaudière,20744,52,20034,710,494,0,19723,527,522367,3971.15,100.45,94.57
15,15 - Laurentides,16837,51,16234,603,474,1,15937,426,630238,2671.53,67.24,75.21
16,16 - Montérégie,42406,66,40622,1784,1488,1,40179,739,1438226,2948.49,51.19,103.46
17,17 - Nunavik,45,1,43,2,0,0,44,1,14336.5,313.88,6.94,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,2,0,116,1,18507,643.00,5.37,10.81
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,257,3,253,4,0,0,252,5,.,.,.,.
999,Ensemble du Québec,293860,650,284350,9510,10493,12,276602,6765,8565469.5,3430.75,78.74,122.50

