,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2020,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,816,14,803,13,19,0,635,162,197074,414.06,82.20,9.64
02,02 - Saguenay–Lac-Saint-Jean,5208,116,5053,155,127,2,4010,1071,277632,1875.86,385.76,45.74
03,03 - Capitale-Nationale,11778,162,11525,253,436,2,9952,1390,755459,1559.05,183.99,57.71
04,04 - Mauricie et Centre-du-Québec,6967,84,6764,203,273,7,5843,851,522341,1333.80,162.92,52.26
05,05 - Estrie,4684,96,4375,309,64,2,3910,710,493163,949.79,143.97,12.98
06,06 - Montréal,51156,400,48396,2760,3621,0,44299,3236,2065657,2476.50,156.66,175.30
07,07 - Outaouais,3565,11,3289,276,80,0,3176,309,401032,888.96,77.05,19.95
08,08 - Abitibi-Témiscamingue,268,0,236,32,4,0,253,11,147616,181.55,7.45,2.71
09,09 - Côte-Nord,210,5,198,12,2,0,191,17,90033,233.25,18.88,2.22
10,10 - Nord-du-Québec,54,0,52,2,0,0,50,4,13558,398.29,29.50,0.00
11,11 - Gaspésie–Îles-de-la-Madeleine,1372,6,1353,19,40,0,1264,68,89998,1524.48,75.56,44.45
12,12 - Chaudière-Appalaches,5340,23,5102,238,133,1,4762,445,430309,1240.97,103.41,30.91
13,13 - Laval,11464,96,10262,1202,725,0,10017,722,442745,2589.30,163.07,163.75
14,14 - Lanaudière,11278,106,10578,700,327,2,9754,1197,520092,2168.46,230.15,62.87
15,15 - Laurentides,7949,46,7354,595,336,0,7239,374,626968,1267.85,59.65,53.59
16,16 - Montérégie,20102,165,18889,1213,868,7,17682,1552,1432751,1403.04,108.32,60.58
17,17 - Nunavik,28,0,26,2,0,0,28,0,14260,196.35,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,16,0,16,0,1,0,15,0,18385,87.03,0.00,5.44
98,Inconnu,3,0,3,0,0,0,3,0,           .,         .  ,         .  ,         .  
99,Hors Québec,113,3,111,2,0,0,94,19,           .,         .  ,         .  ,         .  
999,Ensemble du Québec,142371,1333,134385,7986,7056,23,123177,12138,8539073,1667.29,142.15,82.63
