No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,177,8,26,0,227,1.3 %
02,02 - Saguenay-Lac-Saint-Jean,0,170,200,11,157,12,550,3.1 %
03,03 - Capitale-Nationale,9,679,490,42,509,41,1770,10.1 %
04,04 - Mauricie et Centre-du-Québec,4,158,915,23,114,5,1219,7.0 %
05,05 - Estrie,4,213,301,29,218,17,782,4.5 %
06,06 - Montréal,220,2899,1582,163,849,82,5795,33.1 %
07,07 - Outaouais,11,106,168,17,75,9,386,2.2 %
08,08 - Abitibi-Témiscamingue,3,42,64,6,20,1,136,0.8 %
09,09 - Côte-Nord,0,0,61,0,1,0,62,0.4 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,64,0,13,0,93,0.5 %
12,12 - Chaudière-Appalaches,6,198,330,11,207,7,759,4.3 %
13,13 - Laval,6,576,334,63,232,12,1223,7.0 %
14,14 - Lanaudière,3,347,322,26,191,6,895,5.1 %
15,15 - Laurentides,64,289,382,69,134,14,952,5.4 %
16,16 - Montérégie,16,738,1116,80,647,13,2610,14.9 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),349,6444,6543,548,3393,220,17497,
9999,Ensemble du Québec (%),2.0 %,36.8 %,37.4 %,3.1 %,19.4 %,1.3 %,.,100.0 %

