No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,7,4,4,9,0,27,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,78,71,2,80,8,240,2.7 %
3,03 - Capitale-Nationale,3,427,111,9,235,24,809,9.1 %
4,04 - Mauricie et Centre-du-Québec,6,128,147,21,90,5,397,4.4 %
5,05 - Estrie,1,106,28,14,64,9,222,2.5 %
6,06 - Montréal,199,2614,525,116,537,58,4049,45.3 %
7,07 - Outaouais,7,52,32,11,36,1,139,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,16,0,13,0,43,0.5 %
12,12 - Chaudière-Appalaches,5,83,50,6,66,4,214,2.4 %
13,13 - Laval,2,477,99,50,158,6,792,8.9 %
14,14 - Lanaudière,3,234,85,7,92,2,423,4.7 %
15,15 - Laurentides,60,140,72,36,69,13,390,4.4 %
16,16 - Montérégie,13,534,232,49,342,13,1183,13.2 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),303,4894,1480,325,1792,144,8938,
9999,Ensemble du Québec (%),3.4 %,54.8 %,16.6 %,3.6 %,20.0 %,1.6 %,           .,100.0 %
