No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,158,8,26,0,208,1.2 %
02,02 - Saguenay-Lac-Saint-Jean,0,163,190,11,151,12,527,3.1 %
03,03 - Capitale-Nationale,7,664,461,42,501,38,1713,10.2 %
04,04 - Mauricie et Centre-du-Québec,4,158,884,23,114,5,1188,7.0 %
05,05 - Estrie,4,198,272,26,201,16,717,4.3 %
06,06 - Montréal,218,2859,1553,161,828,81,5700,33.8 %
07,07 - Outaouais,11,100,145,15,71,8,350,2.1 %
08,08 - Abitibi-Témiscamingue,3,40,60,6,19,1,129,0.8 %
09,09 - Côte-Nord,0,0,57,0,1,0,58,0.3 %
10,10 - Nord-du-Québec,0,0,6,0,0,0,6,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,16,62,0,13,0,91,0.5 %
12,12 - Chaudière-Appalaches,5,176,325,11,205,6,728,4.3 %
13,13 - Laval,6,560,309,59,225,12,1171,6.9 %
14,14 - Lanaudière,3,335,293,26,187,6,850,5.0 %
15,15 - Laurentides,64,283,347,66,123,14,897,5.3 %
16,16 - Montérégie,16,735,1011,79,642,13,2496,14.8 %
17,17 - Nunavik,0,0,11,0,0,0,11,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,18,0,0,1,19,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),344,6300,6164,533,3307,213,16861,
9999,Ensemble du Québec (%),2.0 %,37.4 %,36.6 %,3.2 %,19.6 %,1.3 %,.,100.0 %

