No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,0,2,0,2,0,7,0.1 %
2,02 - Saguenay–Lac-Saint-Jean,0,23,6,0,0,5,34,0.6 %
3,03 - Capitale-Nationale,2,166,48,3,65,1,285,4.6 %
4,04 - Mauricie et Centre-du-Québec,6,124,36,12,44,0,222,3.6 %
5,05 - Estrie,1,8,8,0,17,3,37,0.6 %
6,06 - Montréal,189,2444,319,101,427,35,3515,57.1 %
7,07 - Outaouais,4,18,4,7,6,1,40,0.7 %
8,08 - Abitibi-Témiscamingue,0,0,3,0,1,0,4,0.1 %
9,09 - Côte-Nord,0,0,2,0,0,0,2,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,9,8,0,5,0,22,0.4 %
12,12 - Chaudière-Appalaches,4,5,15,4,27,4,59,1.0 %
13,13 - Laval,2,468,60,41,130,6,707,11.5 %
14,14 - Lanaudière,3,124,45,6,49,0,227,3.7 %
15,15 - Laurentides,60,102,44,29,57,7,299,4.9 %
16,16 - Montérégie,11,299,122,35,214,11,692,11.2 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,0,0,0,1,1,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),285,3790,722,238,1044,74,6153,
9999,Ensemble du Québec (%),4.6 %,61.6 %,11.7 %,3.9 %,17.0 %,1.2 %,           .,100.0 %
