Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;6;105;95,6;660;600,9;0;;0;
5-9 ans;15;163;151,5;744;691,6;0;;0;
10-19 ans;36;554;278,5;2865;1440,3;0;;0;
20-29 ans;33;638;196;7007;2152,2;0;;< 5;n.p.
30-39 ans;43;532;162,1;5890;1794,6;0;;< 5;n.p.
40-49 ans;27;483;174;5633;2029,2;< 5;n.p.;16;* 5,8
50-59 ans;28;414;161,4;4904;1911,9;0;;69;26,9
60-69 ans;16;219;101,2;3250;1502,3;< 5;n.p.;228;105,4
70-79 ans;0;110;76,1;2803;1939,7;< 5;n.p.;600;415,2
80 ans et +;< 5;136;135,2;7224;7181,6;14;* 13,9;2595;2579,8
Manquant;0;< 5;;96;;0;;0;
Total;207;3357;162,5;41076;1988,5;20;* 1;3515;170,2
