No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,8,4,4,9,0,28,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,90,73,3,84,8,259,2.7 %
3,03 - Capitale-Nationale,3,457,115,16,258,26,875,9.3 %
4,04 - Mauricie et Centre-du-Québec,6,138,164,21,96,5,430,4.6 %
5,05 - Estrie,2,114,37,16,77,10,256,2.7 %
6,06 - Montréal,200,2657,607,120,575,61,4220,44.7 %
7,07 - Outaouais,7,60,32,11,38,1,149,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,18,0,13,0,45,0.5 %
12,12 - Chaudière-Appalaches,5,88,58,6,73,4,234,2.5 %
13,13 - Laval,2,486,104,50,164,6,812,8.6 %
14,14 - Lanaudière,3,244,94,8,98,2,449,4.8 %
15,15 - Laurentides,61,150,76,38,73,13,411,4.4 %
16,16 - Montérégie,13,555,252,52,374,13,1259,13.3 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),306,5061,1642,345,1933,150,9437,
9999,Ensemble du Québec (%),3.2 %,53.6 %,17.4 %,3.7 %,20.5 %,1.6 %,           .,100.0 %
