,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,3927,3,3901,26,49,0,3829,49,196934.5,1994.06,24.90,24.88
02,02 - Saguenay-Lac-Saint-Jean,10979,10,10758,221,269,0,10622,88,277505,3956.33,31.73,96.94
03,03 - Capitale-Nationale,32653,6,32301,352,1109,0,31427,117,757803,4308.90,15.39,146.34
04,04 - Mauricie et Centre-du-Québec,15130,10,14891,239,518,0,14542,70,523331.5,2891.09,13.35,98.98
05,05 - Estrie,14806,15,14287,519,348,0,14299,159,494966.5,2991.31,32.01,70.31
06,06 - Montréal,131685,66,128761,2924,4749,1,125941,995,2072060.5,6355.27,47.87,229.19
07,07 - Outaouais,12283,16,11836,447,214,0,11957,112,402744,3049.83,27.69,53.14
08,08 - Abitibi-Témiscamingue,1130,9,1097,33,9,0,1104,17,147637,765.39,11.51,6.10
09,09 - Côte-Nord,572,0,553,19,3,0,566,3,89700.5,637.68,3.36,3.34
10,10 - Nord-du-Québec,109,0,107,2,0,0,108,1,13521.5,806.12,7.42,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,2024,3,2004,20,45,0,1965,14,89823,2253.32,15.62,50.10
12,12 - Chaudière-Appalaches,19083,11,18803,280,355,2,18481,247,431109.5,4426.49,57.19,82.35
13,13 - Laval,31323,9,29513,1810,911,0,30260,152,444658.5,7044.28,34.04,204.88
14,14 - Lanaudière,23836,4,23125,711,516,0,23222,98,522367,4563.08,18.68,98.78
15,15 - Laurentides,20839,5,20235,604,505,0,20239,95,630238,3306.53,15.00,80.13
16,16 - Montérégie,50966,26,49013,1953,1549,0,49058,359,1438226,3543.67,24.87,107.70
17,17 - Nunavik,47,0,45,2,0,0,47,0,14336.5,327.83,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,3,0,3,0,0,0,3,0,.,.,.,.
99,Hors Québec,446,0,441,5,0,0,435,11,.,.,.,.
999,Ensemble du Québec,371960,193,361793,10167,11152,3,358221,2587,8565469.5,4342.55,30.11,130.20

