Date,Regroupement,Croisement,Nom,cas_cum_lab_n,cas_cum_epi_n,cas_cum_tot_n,cas_cum_tot_t,cas_quo_lab_n,cas_quo_epi_n,cas_quo_tot_n,act_cum_tot_n,cas_quo_tot_m,ret_cum_tot_n,ret_quo_tot_n,dec_cum_tot_n,dec_cum_tot_t,dec_cum_chs_n,dec_cum_rpa_n,dec_cum_dom_n,dec_cum_aut_n,dec_quo_tot_n,dec_quo_chs_n,dec_quo_rpa_n,dec_quo_dom_n,dec_quo_aut_n,dec_quo_tot_m,hos_cum_reg_n,hos_cum_si_n,hos_cum_tot_n,hos_cum_tot_t,hos_quo_reg_n,hos_quo_si_n,hos_quo_tot_n,hos_quo_tot_m,psi_cum_tes_n,psi_cum_pos_n,psi_cum_inf_n,psi_quo_pos_n,psi_quo_inf_n,psi_quo_tes_n,psi_quo_pos_t
2020-03-31,Région,RSS08,Abitibi-Témiscamingue,41,0,41,27.77,5,0,5,32,        7.71,2,1,1,0.68,0,1,0,0,0,0,0,0,0,        0.14,4,8,12,8.13,1,2,3,        1.71,432,38,394,4,9,13,30.77
2020-03-31,Région,RSS09,Côte-Nord,33,2,35,38.87,4,1,5,28,        5.71,4,1,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,1,1,1.11,0,0,0,        0.00,771,36,735,6,110,116,5.17
2020-03-31,Région,RSS10,Nord-du-Québec,2,0,2,14.75,0,0,0,1,        0.14,1,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,           .,           .,           .,         .  ,           .,           .,           .,           .,73,2,71,1,9,10,10.00
2020-03-31,Région,RSS11,Gaspésie–Îles-de-la-Madeleine,20,3,23,25.56,1,0,1,19,        5.14,4,1,0,0.00,0,0,0,0,0,0,0,0,0,        0.14,6,1,7,7.78,2,0,2,        1.00,422,33,389,3,36,39,7.69
2020-03-31,Région,RSS12,Chaudière-Appalaches,126,3,129,29.98,14,2,16,106,        8.71,23,8,0,0.00,0,0,0,0,0,0,0,0,0,        0.14,5,5,10,2.32,0,0,0,        1.29,3061,123,2938,24,186,210,11.43
2020-03-31,Région,RSS13,Laval,373,29,402,90.80,80,9,89,330,       62.57,53,19,8,1.81,5,0,2,1,0,0,0,0,0,        1.43,39,15,54,12.20,3,2,5,        6.00,3972,365,3607,76,368,444,17.16
2020-03-31,Région,RSS14,Lanaudière,302,5,307,59.03,52,1,53,272,       40.86,23,4,11,2.12,1,5,5,0,2,1,0,1,0,        1.14,37,12,49,9.42,3,2,5,        3.29,4456,309,4147,51,308,359,14.21
2020-03-31,Région,RSS15,Laurentides,235,11,246,39.24,35,3,38,207,       36.00,37,12,1,0.16,0,1,0,0,0,0,0,0,0,        0.00,18,13,31,4.94,2,1,3,        2.71,4847,253,4594,61,411,472,13.01
2020-03-31,Région,RSS16,Montérégie,424,20,444,30.99,62,10,72,370,       68.71,69,11,0,0.00,0,0,0,0,0,0,0,0,0,        0.43,57,21,78,5.44,6,1,7,        8.14,12101,450,11651,61,1162,1223,4.99
2020-03-31,Région,RSS17,Nunavik,2,0,2,14.03,0,0,0,1,        0.71,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,40,2,38,1,8,9,11.11
2020-03-31,Région,RSS18,Terres-Cries-de-la-Baie-James,3,0,3,16.32,0,0,0,3,        0.29,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,5.44,0,0,0,        0.14,66,4,62,0,7,7,0.00
2020-03-31,Région,RSS00,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,14,8,22,         .  ,3,3,6,        3.29,250,7,243,1,6,7,14.29
2020-03-31,Région,RSS98,Hors Québec,0,0,0,         .  ,0,0,0,0,        0.14,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,120,12,108,2,8,10,20.00
2020-03-31,Région,RSS99,Ensemble du Québec,4737,165,4902,57.41,682,50,732,4383,      664.86,391,106,82,0.96,46,13,20,3,15,11,0,2,2,       18.29,507,216,723,8.47,58,23,81,       76.29,73998,4873,69125,790,6359,7149,11.07
2020-03-31,Groupe de région,REG01,Montréal et Laval,2573,86,2659,106.00,399,21,420,2495,      365.71,101,30,57,2.27,40,4,10,3,11,8,0,1,2,       14.43,286,112,398,15.87,34,9,43,       43.00,27646,2629,25017,417,2550,2967,14.09
2020-03-31,Groupe de région,REG02,Ceinture de Montréal,675,20,695,47.16,107,5,112,601,      102.71,80,17,12,0.81,1,6,5,0,2,1,0,1,0,        1.14,80,30,110,7.46,6,3,9,        9.57,12272,707,11565,131,1028,1159,11.33
2020-03-31,Groupe de région,REG03,Autres régions,1489,59,1548,33.97,176,24,200,1287,      196.29,210,59,13,0.29,5,3,5,0,2,2,0,0,0,        2.71,127,66,193,4.24,15,8,23,       20.43,33710,1518,32192,239,2767,3006,7.96
2020-03-31,Groupe de région,REG00,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,14,8,22,         .  ,3,3,6,        3.29,250,7,243,1,6,7,14.29
2020-03-31,Groupe de région,REG98,Hors Québec,0,0,0,         .  ,0,0,0,0,        0.14,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,120,12,108,2,8,10,20.00
2020-03-31,Groupe d'âge,0_9,0-9 ans,98,25,123,13.76,4,9,13,97,       16.43,24,4,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,0.11,0,0,0,        0.14,5519,71,5448,4,340,344,1.17
2020-03-31,Groupe d'âge,10_19,10-19 ans,209,22,231,26.30,32,5,37,206,       32.57,23,7,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.29,3485,169,3316,30,186,216,13.95
2020-03-31,Groupe d'âge,20_29,20-29 ans,711,25,736,69.68,110,10,120,693,      101.43,38,13,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,8,2,10,0.95,1,0,1,        2.14,8993,663,8330,116,885,1001,11.61
2020-03-31,Groupe d'âge,30_39,30-39 ans,736,16,752,67.39,96,5,101,679,      100.43,65,19,0,0.00,0,0,0,0,0,0,0,0,0,        0.14,13,6,19,1.70,2,1,3,        3.14,12580,681,11899,96,1103,1199,8.02
2020-03-31,Groupe d'âge,40_49,40-49 ans,837,20,857,77.85,130,6,136,781,      117.29,62,15,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,23,12,35,3.18,3,2,5,        6.29,12956,785,12171,142,1036,1178,12.06
2020-03-31,Groupe d'âge,50_59,50-59 ans,836,17,853,72.16,113,5,118,764,      106.43,80,19,1,0.08,0,0,1,0,0,0,0,0,0,        0.43,63,36,99,8.38,9,6,15,       11.86,10800,776,10024,101,896,997,10.16
2020-03-31,Groupe d'âge,60_69,60-69 ans,618,11,629,54.81,59,0,59,550,       72.43,65,17,9,0.78,5,2,2,0,3,3,0,0,0,        1.43,76,62,138,12.02,16,5,21,       14.00,7179,595,6584,72,624,696,10.34
2020-03-31,Groupe d'âge,70_79,70-79 ans,369,1,370,49.09,53,0,53,318,       47.29,28,9,19,2.52,9,0,10,0,3,2,0,1,0,        4.29,114,68,182,24.15,4,9,13,       17.57,3315,368,2947,64,345,409,15.69
2020-03-31,Groupe d'âge,80_89,80-89 ans,220,7,227,69.28,56,5,61,185,       43.29,5,3,41,12.51,24,9,6,2,7,4,0,1,2,        7.14,145,25,170,51.88,14,0,14,       13.57,1428,222,1206,61,203,264,23.19
2020-03-31,Groupe d'âge,90_,90 ans et plus,91,13,104,125.80,27,4,31,91,       26.00,0,0,12,14.52,8,2,1,1,2,2,0,0,0,        4.86,64,5,69,83.46,9,0,9,        7.29,629,96,533,26,136,162,16.05
2020-03-31,Groupe d'âge,INC,Inconnu,12,8,20,         .  ,2,1,3,19,        1.29,1,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,7114,447,6667,78,605,683,11.42
2020-03-31,Groupe d'âge,TOT,Total,4737,165,4902,57.41,682,50,732,4383,      664.86,391,106,82,0.96,46,13,20,3,15,11,0,2,2,       18.29,507,216,723,8.47,58,23,81,       76.29,73998,4873,69125,790,6359,7149,11.07
2020-03-31,Sexe,MASC,Masculin,2329,70,2399,56.22,307,15,322,2135,      305.71,203,56,47,1.10,25,8,12,2,9,6,0,2,1,        9.86,240,145,385,9.02,29,19,48,       41.00,31336,2397,28939,377,2577,2954,12.78
2020-03-31,Sexe,FEM,Féminin,2402,95,2497,58.45,373,35,408,2242,      357.29,188,50,35,0.82,21,5,8,1,6,5,0,0,1,        8.43,267,71,338,7.91,29,4,33,       35.29,42553,2461,40092,412,3776,4188,9.86
2020-03-31,Sexe,INC,Inconnu,6,0,6,         .  ,2,0,2,6,        1.86,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,109,15,94,1,6,7,14.29
2020-03-31,Sexe,TOT,Total,4737,165,4902,57.41,682,50,732,4383,      664.86,391,106,82,0.96,46,13,20,3,15,11,0,2,2,       18.29,507,216,723,8.47,58,23,81,       76.29,73998,4873,69125,790,6359,7149,11.07
2020-04-01,Région,RSS01,Bas-Saint-Laurent,19,0,19,9.64,1,0,1,16,        2.86,2,0,1,0.51,0,0,1,0,0,0,0,0,0,        0.00,3,1,4,2.03,1,0,1,        0.71,961,21,940,2,74,76,2.63
2020-04-01,Région,RSS02,Saguenay–Lac-Saint-Jean,43,8,51,18.37,5,0,5,36,        9.71,13,3,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,0.36,0,0,0,        0.00,1275,35,1240,3,74,77,3.90
2020-04-01,Région,RSS03,Capitale-Nationale,275,16,291,38.52,31,8,39,205,       25.29,73,10,2,0.26,1,0,1,0,0,0,0,0,0,        0.43,13,6,19,2.52,0,0,0,        2.29,6382,270,6112,20,643,663,3.02
2020-04-01,Région,RSS04,Mauricie et Centre-du-Québec,284,11,295,56.48,71,3,74,243,       53.29,35,8,5,0.96,3,0,2,0,0,0,0,0,0,        0.57,29,12,41,7.85,6,1,7,        4.71,4129,315,3814,48,373,421,11.40
2020-04-01,Région,RSS05,Estrie,441,2,443,89.83,41,0,41,416,       33.00,22,5,4,0.81,1,2,1,0,0,0,0,0,0,        1.00,39,15,54,10.95,5,1,6,        4.00,6547,385,6162,33,383,416,7.93
2020-04-01,Région,RSS06,Montréal,2486,76,2562,124.03,286,19,305,2444,      323.00,63,15,64,3.10,48,5,9,2,15,13,1,1,0,       16.43,278,110,388,18.78,31,13,44,       40.14,25350,2589,22761,325,1560,1885,17.28
2020-04-01,Région,RSS07,Outaouais,71,11,82,20.45,8,2,10,74,       13.00,8,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,5,3,8,1.99,0,0,0,        0.86,2136,62,2074,7,129,136,5.15
2020-04-01,Région,RSS08,Abitibi-Témiscamingue,48,0,48,32.52,7,0,7,33,        7.86,8,6,1,0.68,0,1,0,0,0,0,0,0,0,        0.14,9,8,17,11.52,5,0,5,        1.86,520,42,478,4,84,88,4.55
2020-04-01,Région,RSS09,Côte-Nord,39,2,41,45.54,6,0,6,32,        6.29,6,2,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,1,1,1.11,0,0,0,        0.00,886,41,845,5,114,119,4.20
2020-04-01,Région,RSS10,Nord-du-Québec,2,0,2,14.75,0,0,0,1,        0.14,1,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,           .,           .,           .,         .  ,           .,           .,           .,           .,85,5,80,3,9,12,25.00
2020-04-01,Région,RSS11,Gaspésie–Îles-de-la-Madeleine,37,4,41,45.56,17,1,18,36,        6.86,5,1,0,0.00,0,0,0,0,0,0,0,0,0,        0.14,7,1,8,8.89,1,0,1,        1.14,476,41,435,8,50,58,14.04
2020-04-01,Région,RSS12,Chaudière-Appalaches,129,3,132,30.68,3,0,3,98,        9.43,34,11,0,0.00,0,0,0,0,0,0,0,0,0,        0.14,8,6,14,3.25,3,1,4,        1.57,3129,124,3005,1,71,72,1.39
2020-04-01,Région,RSS13,Laval,418,43,461,104.12,45,14,59,374,       64.14,64,11,10,2.26,6,1,2,1,2,1,1,0,0,        2.29,44,17,61,13.78,5,2,7,        6.14,4210,413,3797,48,213,261,18.46
2020-04-01,Région,RSS14,Lanaudière,325,6,331,63.64,23,1,24,288,       43.00,30,7,11,2.12,1,5,5,0,0,0,0,0,0,        1.00,39,13,52,10.00,2,1,3,        3.86,4700,332,4368,23,236,259,8.88
2020-04-01,Région,RSS15,Laurentides,262,15,277,44.18,27,4,31,222,       40.57,53,16,1,0.16,0,1,0,0,0,0,0,0,0,        0.00,24,13,37,5.90,6,0,6,        2.86,5243,268,4975,15,414,429,3.54
2020-04-01,Région,RSS16,Montérégie,499,24,523,36.50,75,4,79,425,       80.43,91,22,0,0.00,0,0,0,0,0,0,0,0,0,        0.71,59,23,82,5.72,2,2,4,        8.14,13226,533,12693,83,1102,1185,7.00
2020-04-01,Région,RSS17,Nunavik,2,0,2,14.03,0,0,0,1,        1.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,59,2,57,0,19,19,0.00
2020-04-01,Région,RSS18,Terres-Cries-de-la-Baie-James,3,0,3,16.32,0,0,0,3,        0.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,5.44,0,0,0,        0.14,77,4,73,0,12,12,0.00
2020-04-01,Région,RSS00,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,17,8,25,         .  ,3,0,3,        3.43,256,8,248,1,5,6,16.67
2020-04-01,Région,RSS98,Hors Québec,0,0,0,         .  ,0,0,0,0,        0.14,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,129,12,117,0,9,9,0.00
2020-04-01,Région,RSS99,Ensemble du Québec,5383,221,5604,65.63,646,56,702,4947,      720.43,508,117,99,1.16,60,15,21,3,17,14,2,1,0,       22.86,577,237,814,9.53,70,21,91,       82.00,79776,5502,74274,629,5574,6203,10.16
2020-04-01,Groupe de région,REG01,Montréal et Laval,2904,119,3023,120.51,331,33,364,2818,      387.14,127,26,74,2.95,54,6,11,3,17,14,2,1,0,       18.71,322,127,449,17.90,36,15,51,       46.29,29560,3002,26558,373,1773,2146,17.42
2020-04-01,Groupe de région,REG02,Ceinture de Montréal,748,26,774,52.53,73,6,79,648,      113.29,110,30,12,0.81,1,6,5,0,0,0,0,0,0,        1.00,87,32,119,8.08,7,2,9,       10.00,13164,781,12383,74,887,961,7.71
2020-04-01,Groupe de région,REG03,Autres régions,1731,76,1807,39.65,242,17,259,1481,      219.86,271,61,13,0.29,5,3,5,0,0,0,0,0,0,        3.14,151,70,221,4.85,24,4,28,       22.29,36667,1699,34968,181,2900,3081,5.88
2020-04-01,Groupe de région,REG00,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,17,8,25,         .  ,3,0,3,        3.43,256,8,248,1,5,6,16.67
2020-04-01,Groupe de région,REG98,Hors Québec,0,0,0,         .  ,0,0,0,0,        0.14,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,129,12,117,0,9,9,0.00
2020-04-01,Groupe d'âge,0_9,0-9 ans,104,33,137,15.32,6,8,14,108,       19.00,27,3,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,2,0,2,0.22,1,0,1,        0.14,5806,77,5729,6,290,296,2.03
2020-04-01,Groupe d'âge,10_19,10-19 ans,230,32,262,29.83,21,10,31,231,       34.86,29,6,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.43,3654,188,3466,19,157,176,10.86
2020-04-01,Groupe d'âge,20_29,20-29 ans,811,37,848,80.28,100,12,112,785,      105.43,58,20,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,12,4,16,1.51,4,2,6,        2.29,9707,733,8974,70,683,753,9.30
2020-04-01,Groupe d'âge,30_39,30-39 ans,817,22,839,75.19,81,6,87,752,      105.29,77,12,0,0.00,0,0,0,0,0,0,0,0,0,        0.14,15,6,21,1.88,2,0,2,        3.00,13529,753,12776,72,923,995,7.24
2020-04-01,Groupe d'âge,40_49,40-49 ans,953,31,984,89.39,116,11,127,880,      125.00,89,27,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,31,17,48,4.36,8,5,13,        7.14,13891,889,13002,104,892,996,10.46
2020-04-01,Groupe d'âge,50_59,50-59 ans,935,22,957,80.96,99,5,104,843,      112.86,103,23,2,0.17,1,0,1,0,1,1,0,0,0,        0.57,75,39,114,9.64,12,3,15,       13.14,11647,858,10789,82,819,901,9.12
2020-04-01,Groupe d'âge,60_69,60-69 ans,704,14,718,62.56,86,3,89,619,       78.43,83,18,10,0.87,6,2,2,0,1,1,0,0,0,        1.71,84,66,150,13.07,8,4,12,       14.71,7760,670,7090,75,545,620,12.12
2020-04-01,Groupe d'âge,70_79,70-79 ans,420,1,421,55.86,51,0,51,364,       51.29,30,2,24,3.18,12,1,11,0,5,3,1,1,0,        4.57,130,74,204,27.07,16,6,22,       17.71,3666,412,3254,44,351,395,11.20
2020-04-01,Groupe d'âge,80_89,80-89 ans,274,7,281,85.76,54,0,54,227,       53.43,10,5,47,14.34,29,10,6,2,6,5,1,0,0,       10.43,156,26,182,55.54,11,1,12,       15.00,1704,276,1428,54,274,328,16.56
2020-04-01,Groupe d'âge,90_,90 ans et plus,123,14,137,165.72,32,1,33,119,       33.00,1,1,16,19.35,12,2,1,1,4,4,0,0,0,        5.43,72,5,77,93.14,8,0,8,        8.43,738,122,616,26,118,144,18.06
2020-04-01,Groupe d'âge,INC,Inconnu,12,8,20,         .  ,0,0,0,19,        1.86,1,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,7674,524,7150,77,522,599,12.85
2020-04-01,Groupe d'âge,TOT,Total,5383,221,5604,65.63,646,56,702,4947,      720.43,508,117,99,1.16,60,15,21,3,17,14,2,1,0,       22.86,577,237,814,9.53,70,21,91,       82.00,79776,5502,74274,629,5574,6203,10.16
2020-04-01,Sexe,MASC,Masculin,2619,97,2716,63.65,290,27,317,2385,      330.14,259,56,54,1.27,31,8,13,2,7,6,0,1,0,       11.57,277,161,438,10.26,37,16,53,       43.29,33651,2679,30972,282,2194,2476,11.41
2020-04-01,Sexe,FEM,Féminin,2757,124,2881,67.44,355,29,384,2555,      388.43,249,61,45,1.05,29,7,8,1,10,8,2,0,0,       11.29,300,76,376,8.80,33,5,38,       38.71,46006,2805,43201,344,3373,3717,9.27
2020-04-01,Sexe,INC,Inconnu,7,0,7,         .  ,1,0,1,7,        1.86,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,119,18,101,3,7,10,30.00
2020-04-01,Sexe,TOT,Total,5383,221,5604,65.63,646,56,702,4947,      720.43,508,117,99,1.16,60,15,21,3,17,14,2,1,0,       22.86,577,237,814,9.53,70,21,91,       82.00,79776,5502,74274,629,5574,6203,10.16
2020-04-02,Région,RSS01,Bas-Saint-Laurent,25,1,26,13.19,6,1,7,21,        2.43,4,2,1,0.51,0,0,1,0,0,0,0,0,0,        0.00,4,1,5,2.54,1,0,1,        0.57,1011,24,987,3,48,51,5.88
2020-04-02,Région,RSS02,Saguenay–Lac-Saint-Jean,51,9,60,21.61,8,1,9,33,       11.00,23,10,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,0.36,0,0,0,        0.00,1352,44,1308,9,74,83,10.84
2020-04-02,Région,RSS03,Capitale-Nationale,289,20,309,40.90,14,4,18,206,       23.00,90,17,2,0.26,1,0,1,0,0,0,0,0,0,        0.43,15,6,21,2.78,2,0,2,        2.29,6871,289,6582,19,504,523,3.65
2020-04-02,Région,RSS04,Mauricie et Centre-du-Québec,339,13,352,67.39,55,2,57,286,       51.86,47,12,5,0.96,3,0,2,0,0,0,0,0,0,        1.29,33,13,46,8.81,4,1,5,        5.57,4556,356,4200,41,411,452,9.09
2020-04-02,Région,RSS05,Estrie,470,3,473,95.91,29,1,30,442,       30.00,26,4,5,1.01,1,3,1,0,1,0,1,0,0,        1.29,41,15,56,11.36,2,0,2,        3.86,6973,411,6562,26,419,445,5.84
2020-04-02,Région,RSS06,Montréal,2878,93,2971,143.83,392,17,409,2814,      323.14,87,24,84,4.07,63,7,11,3,20,15,2,2,1,       19.86,309,117,426,20.62,31,7,38,       41.43,27357,2967,24390,378,1869,2247,16.87
2020-04-02,Région,RSS07,Outaouais,76,11,87,21.69,5,0,5,77,       12.43,10,2,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,5,3,8,1.99,0,0,0,        0.86,2277,66,2211,4,142,146,2.74
2020-04-02,Région,RSS08,Abitibi-Témiscamingue,58,3,61,41.32,10,3,13,40,        9.43,11,3,1,0.68,0,1,0,0,0,0,0,0,0,        0.14,10,9,19,12.87,1,1,2,        1.57,679,63,616,21,140,161,13.04
2020-04-02,Région,RSS09,Côte-Nord,47,3,50,55.54,8,1,9,37,        6.86,8,2,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,1,1,1.11,0,0,0,        0.00,1013,47,966,6,125,131,4.58
2020-04-02,Région,RSS10,Nord-du-Québec,2,0,2,14.75,0,0,0,1,        0.14,1,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,           .,           .,           .,         .  ,           .,           .,           .,           .,93,6,87,1,7,8,12.50
2020-04-02,Région,RSS11,Gaspésie–Îles-de-la-Madeleine,40,5,45,50.00,3,1,4,40,        6.71,5,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.29,8,1,9,10.00,1,0,1,        1.00,528,53,475,12,45,57,21.05
2020-04-02,Région,RSS12,Chaudière-Appalaches,130,4,134,31.14,1,1,2,88,        9.14,46,12,0,0.00,0,0,0,0,0,0,0,0,0,        0.14,8,6,14,3.25,0,0,0,        1.14,3172,124,3048,0,44,44,0.00
2020-04-02,Région,RSS13,Laval,504,62,566,127.84,86,19,105,467,       76.57,74,10,11,2.48,6,1,3,1,1,0,0,1,0,        2.57,46,19,65,14.68,2,2,4,        6.43,4562,497,4065,84,307,391,21.54
2020-04-02,Région,RSS14,Lanaudière,371,9,380,73.06,46,3,49,326,       42.14,40,10,11,2.12,1,5,5,0,0,0,0,0,0,        0.86,41,14,55,10.58,2,1,3,        3.29,5014,379,4635,47,299,346,13.58
2020-04-02,Région,RSS15,Laurentides,308,24,332,52.95,46,9,55,271,       37.14,59,6,1,0.16,0,1,0,0,0,0,0,0,0,        0.00,26,13,39,6.22,2,0,2,        3.29,5698,312,5386,44,455,499,8.96
2020-04-02,Région,RSS16,Montérégie,588,34,622,43.41,89,10,99,503,       86.57,112,21,0,0.00,0,0,0,0,0,0,0,0,0,        1.29,67,26,93,6.49,8,3,11,        8.00,14331,581,13750,48,1127,1175,4.09
2020-04-02,Région,RSS17,Nunavik,6,0,6,42.08,4,0,4,5,        0.86,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,0.00,0,0,0,        0.00,66,2,64,0,7,7,0.00
2020-04-02,Région,RSS18,Terres-Cries-de-la-Baie-James,3,0,3,16.32,0,0,0,3,        0.43,0,0,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,5.44,0,0,0,        0.14,86,5,81,1,9,10,10.00
2020-04-02,Région,RSS00,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,20,8,28,         .  ,3,0,3,        3.43,272,9,263,1,15,16,6.25
2020-04-02,Région,RSS98,Hors Québec,1,0,1,         .  ,1,0,1,1,        0.14,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,143,12,131,0,14,14,0.00
2020-04-02,Région,RSS99,Ensemble du Québec,6186,294,6480,75.89,803,73,876,5661,      730.00,643,135,121,1.42,75,18,24,4,22,15,3,3,1,       28.14,636,252,888,10.40,59,15,74,       83.00,86054,6247,79807,745,6061,6806,10.98
2020-04-02,Groupe de région,REG01,Montréal et Laval,3382,155,3537,141.01,478,36,514,3281,      399.71,161,34,95,3.79,69,8,14,4,21,15,2,3,1,       22.43,355,136,491,19.57,33,9,42,       47.86,31919,3464,28455,462,2176,2638,17.56
2020-04-02,Groupe de région,REG02,Ceinture de Montréal,880,42,922,62.57,132,16,148,773,      114.00,132,22,12,0.81,1,6,5,0,0,0,0,0,0,        1.00,96,34,130,8.82,9,2,11,        9.71,14221,887,13334,106,1045,1151,9.27
2020-04-02,Groupe de région,REG03,Autres régions,1923,97,2020,44.33,192,21,213,1606,      216.14,350,79,14,0.31,5,4,5,0,1,0,1,0,0,        4.71,165,74,239,5.24,14,4,18,       22.00,39499,1875,37624,176,2811,2987,5.90
2020-04-02,Groupe de région,REG00,Inconnu,0,0,0,         .  ,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,20,8,28,         .  ,3,0,3,        3.43,272,9,263,1,15,16,6.25
2020-04-02,Groupe de région,REG98,Hors Québec,1,0,1,         .  ,1,0,1,1,        0.14,0,0,0,         .  ,0,0,0,0,0,0,0,0,0,        0.00,0,0,0,         .  ,0,0,0,        0.00,143,12,131,0,14,14,0.00
2020-04-02,Groupe d'âge,0_9,0-9 ans,118,45,163,18.23,14,12,26,130,       20.71,31,4,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,2,0,2,0.22,0,0,0,        0.14,6112,82,6030,5,314,319,1.57
2020-04-02,Groupe d'âge,10_19,10-19 ans,262,44,306,34.84,32,12,44,269,       34.71,33,4,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,1,0,1,0.11,1,0,1,        0.57,3836,207,3629,19,167,186,10.22
2020-04-02,Groupe d'âge,20_29,20-29 ans,928,50,978,92.59,117,13,130,893,      103.29,80,22,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,13,5,18,1.70,1,1,2,        2.43,10510,831,9679,98,744,842,11.64
2020-04-02,Groupe d'âge,30_39,30-39 ans,937,31,968,86.75,120,9,129,856,      103.43,98,21,1,0.09,0,0,1,0,1,0,0,1,0,        0.14,19,7,26,2.33,4,1,5,        3.29,14567,863,13704,110,994,1104,10.00
2020-04-02,Groupe d'âge,40_49,40-49 ans,1072,38,1110,100.83,119,7,126,978,      126.29,114,25,0,0.00,0,0,0,0,0,0,0,0,0,        0.00,37,19,56,5.09,6,2,8,        7.00,14898,995,13903,106,972,1078,9.85
2020-04-02,Groupe d'âge,50_59,50-59 ans,1068,30,1098,92.89,133,8,141,956,      108.86,128,25,3,0.25,2,0,1,0,1,1,0,0,0,        0.57,83,39,122,10.32,8,0,8,       12.86,12576,969,11607,111,893,1004,11.13
2020-04-02,Groupe d'âge,60_69,60-69 ans,786,21,807,70.32,82,7,89,681,       76.57,106,23,10,0.87,6,2,2,0,0,0,0,0,0,        2.00,92,72,164,14.29,8,6,14,       14.43,8415,751,7664,81,618,699,11.64
2020-04-02,Groupe d'âge,70_79,70-79 ans,498,1,499,66.21,78,0,78,432,       53.57,37,7,29,3.85,16,2,11,0,5,4,1,0,0,        5.29,142,78,220,29.19,12,4,16,       18.43,4022,475,3547,63,339,402,15.75
