,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,15706,100,15667,39,110,0,14830,766,197738.33333,7942.82,387.53,55.63,33
02,02 - Saguenay-Lac-Saint-Jean,24954,65,24593,361,362,0,24036,556,278600,8956.93,199.57,129.94,51
03,03 - Capitale-Nationale,75514,170,75151,363,1423,1,72553,1538,761103.66667,9921.64,200.63,186.97,106
04,04 - Mauricie et Centre-du-Québec,49670,95,49430,240,894,6,47665,1111,527666.66667,9413.14,209.51,169.43,54
05,05 - Estrie,42535,68,42010,525,546,0,41522,467,502406,8466.26,91.93,108.68,58
06,06 - Montréal,283498,213,280137,3361,5335,2,276028,2135,2061667.3333,13750.91,103.07,258.77,132
07,07 - Outaouais,35799,29,35354,445,289,0,35162,348,405378.66667,8831.00,84.93,71.29,36
08,08 - Abitibi-Témiscamingue,8107,53,8068,39,75,3,7658,374,147876.33333,5482.28,252.80,50.72,18
09,09 - Côte-Nord,6035,55,6008,27,39,3,5454,542,90082.333333,6699.43,604.45,43.29,33
10,10 - Nord-du-Québec,1121,10,917,204,4,0,1087,30,13383.666667,8375.88,225.50,29.89,9
11,11 - Gaspésie-Îles-de-la-Madeleine,6052,81,6016,36,58,0,5456,538,90783.333333,6666.42,591.89,63.89,30
12,12 - Chaudière-Appalaches,53584,144,53301,283,557,1,51776,1251,434525.66667,12331.61,286.55,128.19,63
13,13 - Laval,66425,50,64463,1962,1048,1,64967,410,445993.33333,14893.72,91.09,234.98,32
14,14 - Lanaudière,63162,63,62446,716,726,1,61910,526,530581,11904.31,97.95,136.83,60
15,15 - Laurentides,70270,92,69663,607,702,0,68687,881,640046.66667,10978.89,135.81,109.68,70
16,16 - Montérégie,130895,134,128990,1905,2038,1,127298,1559,1452381.3333,9012.44,106.28,140.32,119
17,17 - Nunavik,2755,8,2751,4,10,0,2701,44,14619,18845.34,295.88,68.40,2
18,18 - Terres-Cries-de-la-Baie-James,2376,27,2126,250,14,0,2222,140,18660.333333,12732.89,737.97,75.03,3
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2650,5,2642,8,2,0,2626,22,.,.,.,.,0
999,Ensemble du Québec,941112,1462,929736,11376,14232,19,913642,13238,8613493.6667,10926.02,152.56,165.23,909

