,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,,Nombre d'hospitalisations,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures,Total,Différence dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,17887,143,17848,39,126,2,16322,1439,197738.33333,9045.79,728.01,63.72,64,607,9
02,02 - Saguenay-Lac-Saint-Jean,27209,150,26848,361,385,2,25481,1343,278600,9766.33,482.06,138.19,90,1309,14
03,03 - Capitale-Nationale,81155,411,80794,361,1463,3,76277,3415,761103.66667,10662.81,445.49,192.22,256,3599,30
04,04 - Mauricie et Centre-du-Québec,53308,278,53068,240,921,1,50007,2380,527666.66667,10102.59,448.82,174.54,119,2660,15
05,05 - Estrie,44975,221,44450,525,551,0,42986,1438,502406,8951.92,283.08,109.67,97,2194,5
06,06 - Montréal,292618,774,289254,3364,5357,8,281216,6045,2061667.3333,14193.27,291.82,259.84,366,14644,29
07,07 - Outaouais,37087,99,36641,446,294,0,35976,817,405378.66667,9148.73,199.40,72.52,46,1537,4
08,08 - Abitibi-Témiscamingue,9495,60,9454,41,93,3,8727,675,147876.33333,6420.91,456.26,62.89,46,517,4
09,09 - Côte-Nord,7119,45,7093,26,42,2,6428,649,90082.333333,7902.77,723.78,46.62,24,382,5
10,10 - Nord-du-Québec,1216,6,1007,209,4,0,1193,19,13383.666667,9085.70,142.81,29.89,2,41,1
11,11 - Gaspésie-Îles-de-la-Madeleine,7802,76,7766,36,65,2,6949,788,90783.333333,8594.09,866.92,71.60,112,319,3
12,12 - Chaudière-Appalaches,57133,230,56850,283,583,2,54218,2332,434525.66667,13148.36,534.17,134.17,157,2108,16
13,13 - Laval,68004,155,66042,1962,1058,0,65879,1067,445993.33333,15247.76,237.05,237.22,90,2866,9
14,14 - Lanaudière,65476,228,64760,716,730,1,63203,1543,530581,12340.43,287.33,137.59,94,2433,16
15,15 - Laurentides,73364,283,72757,607,716,1,70515,2133,640046.66667,11462.29,328.80,111.87,78,3073,27
16,16 - Montérégie,137129,569,135218,1911,2068,1,130742,4319,1452381.3333,9441.67,294.45,142.39,230,6706,43
17,17 - Nunavik,2855,8,2850,5,10,0,2799,46,14619,19529.38,309.33,68.40,2,88,0
18,18 - Terres-Cries-de-la-Baie-James,2468,36,2088,380,14,0,2208,246,18660.333333,13225.92,1296.72,75.03,12,73,1
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0,347,-11
99,Hors Québec,2773,5,2765,8,2,0,2725,46,.,.,.,.,9,0,0
999,Ensemble du Québec,989077,3777,977556,11521,14482,28,943855,30740,8613493.6667,11482.88,354.26,168.13,1894,45503,220

