,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000
01,01 - Bas-Saint-Laurent,2238,26,2219,19,33,1,1891,314,196934.5,1136.42,159.56,16.76
02,02 - Saguenay-Lac-Saint-Jean,9630,15,9421,209,265,0,9165,200,277505,3470.21,72.10,95.49
03,03 - Capitale-Nationale,26410,436,26070,340,1027,3,22902,2481,757803,3485.07,326.38,135.52
04,04 - Mauricie et Centre-du-Québec,13374,24,13141,233,508,0,12686,180,523331.5,2555.55,34.33,97.07
05,05 - Estrie,12254,59,11772,482,323,0,11668,263,494966.5,2475.72,52.94,65.26
06,06 - Montréal,118568,370,115670,2898,4639,5,110443,3486,2072060.5,5722.23,167.72,223.88
07,07 - Outaouais,8593,165,8162,431,175,0,7555,863,402744,2133.61,213.37,43.45
08,08 - Abitibi-Témiscamingue,1032,6,999,33,9,0,962,61,147637,699.01,41.31,6.10
09,09 - Côte-Nord,375,1,360,15,3,0,355,17,89700.5,418.06,19.02,3.34
10,10 - Nord-du-Québec,90,1,88,2,0,0,88,2,13521.5,665.61,14.83,0.00
11,11 - Gaspésie-Îles-de-la-Madeleine,1761,2,1742,19,45,0,1704,12,89823,1960.52,13.39,50.10
12,12 - Chaudière-Appalaches,13254,179,12984,270,291,0,12019,944,431109.5,3074.39,218.56,67.50
13,13 - Laval,27875,81,26219,1656,890,0,26280,705,444658.5,6268.86,157.87,200.15
14,14 - Lanaudière,22022,64,21311,711,503,0,21133,386,522367,4215.81,73.57,96.29
15,15 - Laurentides,18286,45,17683,603,489,0,17371,426,630238,2901.44,67.24,77.59
16,16 - Montérégie,45187,134,43297,1890,1515,0,42568,1104,1438226,3141.86,76.47,105.34
17,17 - Nunavik,46,0,44,2,0,0,46,0,14336.5,320.86,0.00,0.00
18,18 - Terres-Cries-de-la-Baie-James,119,0,119,0,3,0,116,0,18507,643.00,0.00,16.21
98,Inconnu,4,0,4,0,0,0,4,0,.,.,.,.
99,Hors Québec,293,1,288,5,0,0,285,8,.,.,.,.
999,Ensemble du Québec,321411,1609,311593,9818,10718,9,299241,11452,8565469.5,3752.40,133.29,125.13

