No,RSS,NoRLS,RLS,Cas vague 1,Taux cas vague 1,Cas vague 2,Taux cas vague 2,Cas vague 3,Taux cas vague 3,Cas vague 4,Taux cas vague 4,Cas vague 5,Taux cas vague 5,Cas vague 6,Taux cas vague 6,Cas vague 7,Taux cas vague 7
07,07 - Outaouais,0712,0712 - RLS de la Vallée-de-la-Gatineau,n.d.,n.d.,409,1976.90,102,492.47,41,197.95,896,4320.47,215,1035.40,179,862.03
07,07 - Outaouais,0713,0713 - RLS des Collines-de-l'Outaouais,14,35.71,315,798.62,317,798.91,129,325.11,1964,4922.06,353,879.75,203,505.92
07,07 - Outaouais,0714,0714 - RLS de Grande-Rivière - Hull - Gatineau,315,119.48,3935,1485.78,3818,1435.10,1569,589.75,14035,5240.65,2502,928.12,1786,662.52
07,07 - Outaouais,0715,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,22,38.10,685,1180.02,575,985.40,240,411.30,3244,5530.69,697,1182.22,463,785.32
07,07 - Outaouais,,Total (incluant inconnus),361,89.94,5457,1353.43,5120,1264.17,2052,506.65,20908,5132.38,3940,961.59,2741,668.96
08,08 - Abitibi-Témiscamingue,0811,0811 - RLS de l'Abitibi-Ouest,7,34.08,91,442.97,5,24.33,29,141.14,692,3366.33,423,2056.79,258,1254.50
08,08 - Abitibi-Témiscamingue,0812,0812 - RLS de l'Abitibi,n.d.,n.d.,257,1036.98,19,76.72,42,169.60,1023,4132.33,386,1559.72,355,1434.46
08,08 - Abitibi-Témiscamingue,0813,0813 - RLS de Rouyn-Noranda,94,218.02,169,392.43,122,283.62,61,141.81,1412,3279.41,809,1877.12,456,1058.05
08,08 - Abitibi-Témiscamingue,0814,0814 - RLS de la Vallée-de-l'Or,6,13.75,196,448.78,93,212.82,100,228.84,2071,4734.53,735,1678.62,544,1242.41
08,08 - Abitibi-Témiscamingue,0815,0815 - RLS du Témiscaming,8,50.66,35,221.81,29,183.94,199,1262.21,732,4646.29,311,1975.48,197,1251.35
08,08 - Abitibi-Témiscamingue,,Total (incluant inconnus),122,82.49,750,507.29,270,182.69,432,292.30,5940,4017.15,2665,1801.39,1811,1224.14
09,09 - Côte-Nord,0911,0911 - RLS de Caniapiscau,0,0.00,11,337.01,n.d.,n.d.,n.d.,n.d.,217,6605.78,86,2610.02,55,1669.20
09,09 - Côte-Nord,0912,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,41.80,129,318.44,178,441.13,210,520.43,1921,4775.99,1125,2805.98,734,1830.74
09,09 - Côte-Nord,0913,0913 - RLS de Port-Cartier,41,556.16,40,543.85,6,81.77,n.d.,n.d.,313,4275.08,124,1697.47,115,1574.26
09,09 - Côte-Nord,0914,0914 - RLS de Sept-Îles,36,130.73,54,196.47,20,72.90,37,134.87,1803,6580.17,604,2206.96,576,2104.65
09,09 - Côte-Nord,0915,0915 - RLS de la Minganie,n.d.,n.d.,13,202.35,8,124.77,n.d.,n.d.,354,5530.39,355,5555.56,268,4194.05
09,09 - Côte-Nord,0916,0916 - RLS de la Basse-Côte-Nord,0,0.00,6,130.32,n.d.,n.d.,n.d.,n.d.,364,7964.12,402,8829.34,267,5864.27
09,09 - Côte-Nord,0917,0917 - RLS de Kawawachikamach,0,0.00,0,0.00,0,0.00,n.d.,n.d.,n.d.,n.d.,5,753.01,n.d.,n.d.
09,09 - Côte-Nord,,Total (incluant inconnus),103,113.78,258,285.75,225,249.86,265,294.28,5081,5654.41,2727,3041.22,2052,2288.44
10,10 - Nord-du-Québec,1001,1001 - Nord-du-Québec,n.d.,n.d.,86,640.67,20,149.51,26,194.36,763,5719.43,341,2563.14,291,2187.31
10,10 - Nord-du-Québec,,Total (incluant inconnus),14,103.93,96,715.16,20,149.51,29,216.79,801,6004.27,342,2570.66,293,2202.35
11,11 - Gaspésie-Îles-de-la-Madeleine,1111,1111 - RLS de la Baie-des-Chaleurs,123,379.14,640,1969.62,135,414.81,150,460.90,1087,3335.48,890,2727.30,782,2396.35
11,11 - Gaspésie-Îles-de-la-Madeleine,1112,1112 - RLS de la Haute-Gaspésie,n.d.,n.d.,32,300.20,100,941.00,10,94.10,531,5008.02,363,3431.33,276,2608.94
11,11 - Gaspésie-Îles-de-la-Madeleine,1113,1113 - RLS de La Côte-de-Gaspé,13,69.42,436,2326.70,48,255.99,14,74.66,474,2522.01,637,3381.46,408,2165.84
11,11 - Gaspésie-Îles-de-la-Madeleine,1114,1114 - RLS du Rocher-Percé,30,186.78,404,2522.40,71,444.56,97,607.35,815,5114.21,749,4710.40,389,2446.39
11,11 - Gaspésie-Îles-de-la-Madeleine,1121,1121 - RLS des Îles-de-la-Madeleine,9,70.46,33,257.44,16,124.39,10,77.74,471,3650.03,539,4163.77,254,1962.15
11,11 - Gaspésie-Îles-de-la-Madeleine,,Total (incluant inconnus),179,197.36,1551,1709.52,373,410.99,286,315.13,3392,3734.59,3188,3507.31,2119,2331.24
12,12 - Chaudière-Appalaches,1211,1211 - RLS Alphonse-Desjardins,306,117.84,5870,2254.03,3664,1402.87,2052,785.67,15409,5876.90,5011,1903.78,3238,1230.18
12,12 - Chaudière-Appalaches,1212,1212 - RLS de la région de Thetford,32,74.36,1262,2931.44,467,1084.36,903,2096.73,4213,9767.01,1050,2430.39,598,1384.16
12,12 - Chaudière-Appalaches,1213,1213 - RLS de Beauce,32,43.66,3165,4317.40,2490,3395.75,2112,2880.25,6264,8528.31,1458,1981.73,868,1179.80
12,12 - Chaudière-Appalaches,1214,1214 - RLS des Etchemins,8,48.29,422,2547.00,328,1979.36,407,2456.10,1214,7321.85,294,1772.15,168,1012.66
12,12 - Chaudière-Appalaches,1215,1215 - RLS de Montmagny-L'Islet,12,29.83,542,1349.80,508,1267.40,66,164.66,1973,4928.00,787,1967.94,442,1105.25
12,12 - Chaudière-Appalaches,,Total (incluant inconnus),393,90.81,11350,2618.20,7479,1722.37,5567,1282.05,29629,6805.05,8651,1981.59,5346,1224.55
13,13 - Laval,1311,1311 - RLS de Laval,4815,1087.77,19904,4483.60,5298,1190.00,7120,1599.25,27812,6212.67,5325,1183.01,4807,1067.93
13,13 - Laval,,Total (incluant inconnus),4898,1106.52,19919,4486.98,5304,1191.35,7127,1600.82,27896,6231.43,5335,1185.23,4815,1069.71
14,14 - Lanaudière,1411,1411 - RLS de Lanaudière-Nord,1224,542.08,6550,2882.12,806,352.38,1645,719.19,12314,5344.92,3006,1295.44,2387,1028.68
14,14 - Lanaudière,1412,1412 - RLS de Lanaudière-Sud,2173,727.80,9958,3318.19,2074,687.59,3360,1113.93,22003,7254.52,4195,1375.56,3111,1020.11
14,14 - Lanaudière,,Total (incluant inconnus),3471,661.94,16552,3138.61,2885,543.97,5017,945.95,34402,6446.09,7206,1341.87,5503,1024.75
15,15 - Laurentides,1511,1511 - RLS d'Antoine-Labelle,21,58.55,766,2132.93,127,353.16,264,734.13,2190,6080.21,709,1965.30,671,1859.96
15,15 - Laurentides,1512,1512 - RLS des Laurentides,141,288.37,702,1425.80,208,419.56,612,1234.47,3160,6327.09,741,1472.81,532,1057.40
15,15 - Laurentides,1513,1513 - RLS des Pays-d'en-Haut,179,394.45,635,1386.61,147,318.11,564,1220.52,2395,5138.11,632,1344.25,560,1191.11
15,15 - Laurentides,1514,1514 - RLS d'Argenteuil,78,231.23,417,1228.78,185,541.90,278,814.32,1829,5325.69,374,1082.58,316,914.70
15,15 - Laurentides,1515,1515 - RLS de Deux-Montagnes - Mirabel-Sud,551,440.65,2765,2198.60,688,543.96,1095,865.74,7677,6030.78,1749,1365.20,1422,1109.96
15,15 - Laurentides,1516,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,808,453.63,3687,2050.51,1111,612.13,2290,1261.72,12931,7055.63,2855,1542.86,2303,1244.56
15,15 - Laurentides,1517,1517 - RLS de Thérèse-De Blainville,1004,610.13,4043,2446.44,1129,680.26,1448,872.47,12112,7261.96,2533,1511.26,1930,1151.49
15,15 - Laurentides,,Total (incluant inconnus),2848,450.92,13168,2071.38,3626,566.71,6598,1031.21,42850,6650.90,9663,1489.55,7812,1204.22
16,16 - Montérégie,1611,1611 - RLS de Champlain,1577,695.63,5571,2451.48,1618,710.27,2125,932.83,10041,4384.54,2594,1126.76,2136,927.82
16,16 - Montérégie,1612,1612 - RLS du Haut-Richelieu - Rouville,621,317.12,3925,1993.64,985,497.67,1523,769.49,9340,4693.01,2967,1482.65,1875,936.96
16,16 - Montérégie,1621,1621 - RLS Pierre-Boucher,1743,663.19,6516,2474.61,1730,655.78,1809,685.73,12183,4597.84,3235,1215.54,2466,926.59
16,16 - Montérégie,1622,1622 - RLS de Richelieu-Yamaska,785,353.20,5947,2669.02,1180,528.25,1098,491.54,9647,4302.29,2958,1314.21,2123,943.22
16,16 - Montérégie,1623,1623 - RLS Pierre-De Saurel,42,81.03,1097,2111.08,167,320.57,497,954.03,2560,4900.46,897,1712.32,374,713.94
16,16 - Montérégie,1631,1631 - RLS de Vaudreuil-Soulanges,546,338.07,3101,1906.64,1096,669.20,991,605.09,7907,4793.97,1695,1020.49,1280,770.64
16,16 - Montérégie,1632,1632 - RLS du Suroît,476,781.48,1217,1985.14,329,533.22,520,842.77,3694,5946.22,1010,1614.81,779,1245.48
16,16 - Montérégie,1633,1633 - RLS du Haut-Saint-Laurent,88,357.88,478,1935.61,123,495.95,106,427.40,947,3798.71,210,838.06,216,862.00
16,16 - Montérégie,1634,1634 - RLS de Jardins-Roussillon,870,373.46,5357,2286.36,1635,693.83,1650,700.20,12235,5153.46,3501,1463.75,2560,1070.32
16,16 - Montérégie,,Total (incluant inconnus),6804,472.70,33324,2305.90,8889,612.64,10368,714.57,68996,4729.40,19179,1307.53,13890,946.95
17,17 - Nunavik,1701,1701 - Nunavik,n.d.,n.d.,49,338.09,19,129.91,887,6064.96,1738,11784.65,377,2535.14,202,1358.35
17,17 - Nunavik,,Total (incluant inconnus),n.d.,n.d.,54,372.59,20,136.75,890,6085.47,1762,11947.38,379,2548.58,203,1365.07
18,18 - Terres-Cries-de-la-Baie-James,1801,1801 - Terres-Cries-de-la-Baie-James,5,27.25,100,540.39,7,37.51,27,144.67,1165,6191.21,893,4707.18,509,2683.04
18,18 - Terres-Cries-de-la-Baie-James,,Total (incluant inconnus),5,27.25,100,540.39,7,37.51,33,176.82,1181,6276.24,899,4738.81,511,2693.58

