,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2021,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,5265,129,5242,23,64,0,4683,518,197776,2662.10,262.19,32.36,14
02,02 - Saguenay-Lac-Saint-Jean,12260,57,12035,225,277,1,11628,355,278602,4400.54,127.59,99.42,28
03,03 - Capitale-Nationale,39289,671,38930,359,1142,0,35669,2478,758366,5180.74,326.20,150.59,92
04,04 - Mauricie et Centre-du-Québec,22291,436,22051,240,582,0,19382,2327,526357.5,4234.95,441.53,110.57,99
05,05 - Estrie,25316,291,24790,526,394,1,21986,2936,499619.5,5067.06,585.21,78.86,132
06,06 - Montréal,175777,3668,172773,3004,4876,0,157203,13698,2056759,8546.31,670.27,237.07,491
07,07 - Outaouais,16144,249,15700,444,223,0,14804,1117,403199,4003.98,275.80,55.31,34
08,08 - Abitibi-Témiscamingue,1834,91,1801,33,14,0,1569,251,147844,1240.50,169.83,9.47,5
09,09 - Côte-Nord,999,38,974,25,5,0,847,147,90289.5,1106.44,163.24,5.54,11
10,10 - Nord-du-Québec,143,3,141,2,0,0,140,3,13423.5,1065.30,22.43,0.00,1
11,11 - Gaspésie-Îles-de-la-Madeleine,2442,23,2419,23,48,0,2328,66,90727,2691.59,72.72,52.91,7
12,12 - Chaudière-Appalaches,29013,566,28742,271,389,0,25584,3040,433504,6692.67,700.10,89.73,125
13,13 - Laval,42136,416,40167,1969,945,1,39110,2081,443929,9491.61,467.42,212.87,129
14,14 - Lanaudière,32888,660,32177,711,539,2,29601,2748,527366.5,6236.27,518.13,102.21,122
15,15 - Laurentides,31787,550,31182,605,534,0,28354,2899,635711,5000.23,453.09,84.00,150
16,16 - Montérégie,70835,1521,68918,1917,1617,1,62194,7024,1445165.5,4901.51,484.10,111.89,300
17,17 - Nunavik,1076,5,1072,4,3,0,1054,19,14493,7424.27,129.91,20.70,1
18,18 - Terres-Cries-de-la-Baie-James,151,0,151,0,5,0,142,4,18505,816.00,21.43,27.02,1
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,1445,23,1438,7,1,0,1348,96,.,.,.,.,3
999,Ensemble du Québec,511095,9397,500706,10389,11658,6,457630,41807,8581637,5955.68,486.77,135.85,1745

