,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,15975,55,15936,39,111,1,15121,743,197738.33333,8078.86,375.89,56.13,64
02,02 - Saguenay-Lac-Saint-Jean,25269,141,24908,361,364,2,24320,585,278600,9069.99,209.98,130.65,43
03,03 - Capitale-Nationale,76210,176,75849,361,1432,0,73203,1575,761103.66667,10013.09,205.46,188.15,108
04,04 - Mauricie et Centre-du-Québec,50153,116,49913,240,903,2,48097,1153,527666.66667,9504.67,217.43,171.13,59
05,05 - Estrie,42811,82,42286,525,548,1,41794,469,502406,8521.20,92.33,109.08,48
06,06 - Montréal,284425,205,281062,3363,5338,1,276951,2136,2061667.3333,13795.87,103.11,258.92,163
07,07 - Outaouais,35947,24,35503,444,290,1,35334,323,405378.66667,8867.51,78.83,71.54,33
08,08 - Abitibi-Témiscamingue,8314,32,8273,41,79,2,7873,362,147876.33333,5622.27,244.69,53.42,39
09,09 - Côte-Nord,6239,44,6212,27,39,0,5693,507,90082.333333,6925.89,565.42,43.29,34
10,10 - Nord-du-Québec,1154,8,946,208,4,0,1116,34,13383.666667,8622.45,255.56,29.89,2
11,11 - Gaspésie-Îles-de-la-Madeleine,6388,70,6352,36,58,0,5725,605,90783.333333,7036.53,665.60,63.89,27
12,12 - Chaudière-Appalaches,54235,135,53952,283,564,3,52290,1381,434525.66667,12481.43,316.33,129.80,104
13,13 - Laval,66610,33,64647,1963,1048,0,65135,427,445993.33333,14935.20,94.86,234.98,31
14,14 - Lanaudière,63435,65,62719,716,721,-7,62171,543,530581,11955.76,101.12,135.89,40
15,15 - Laurentides,70636,75,70029,607,707,1,69110,819,640046.66667,11036.07,126.25,110.46,75
16,16 - Montérégie,131488,101,129580,1908,2040,0,127974,1474,1452381.3333,9053.27,100.49,140.46,122
17,17 - Nunavik,2784,4,2780,4,10,0,2724,50,14619,19043.71,336.22,68.40,7
18,18 - Terres-Cries-de-la-Baie-James,2125,8,1760,365,14,0,2006,105,18660.333333,11387.79,553.48,75.03,8
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0
99,Hors Québec,2687,9,2679,8,2,0,2651,34,.,.,.,.,8
999,Ensemble du Québec,946889,1383,935389,11500,14272,7,919292,13325,8613493.6667,10993.09,153.56,165.69,1015

