No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
1,01 - Bas-Saint-Laurent,3,8,5,4,9,0,29,0.3 %
2,02 - Saguenay–Lac-Saint-Jean,1,90,73,3,84,8,259,2.7 %
3,03 - Capitale-Nationale,3,462,117,18,265,24,889,9.3 %
4,04 - Mauricie et Centre-du-Québec,6,138,165,21,96,5,431,4.5 %
5,05 - Estrie,3,114,37,16,80,10,260,2.7 %
6,06 - Montréal,200,2668,620,121,578,61,4248,44.6 %
7,07 - Outaouais,8,60,32,11,38,1,150,1.6 %
8,08 - Abitibi-Témiscamingue,0,0,4,0,1,0,5,0.1 %
9,09 - Côte-Nord,0,0,3,0,0,0,3,0.0 %
10,10 - Nord-du-Québec,0,0,0,0,0,0,0,0.0 %
11,11 - Gaspésie–Îles-de-la-Madeleine,0,14,18,0,13,0,45,0.5 %
12,12 - Chaudière-Appalaches,5,91,61,6,75,4,242,2.5 %
13,13 - Laval,2,486,105,50,164,6,813,8.5 %
14,14 - Lanaudière,3,247,96,8,99,2,455,4.8 %
15,15 - Laurentides,61,152,77,39,73,13,415,4.4 %
16,16 - Montérégie,13,557,260,53,379,13,1275,13.4 %
17,17 - Nunavik,0,0,0,0,0,0,0,0.0 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,1,0,0,1,2,0.0 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,0,0,0,0,0,0.0 %
999,Ensemble du Québec (n),308,5087,1674,350,1954,148,9521,
9999,Ensemble du Québec (%),3.2 %,53.4 %,17.6 %,3.7 %,20.5 %,1.6 %,           .,100.0 %
