Groupe d'âge;Nombre de nouveaux cas rapportés, les dernières 24 heures;Nombre de cas, les derniers 14 jours;Taux de cas pour 100 000 personnes, les derniers 14 jours;Nombre de cas cumulatif, depuis le début de la pandémie;Taux de cas pour 100 000 personnes cumulatif, depuis le début de la pandémie;Nombre de décès, les derniers 14 jours;Taux de mortalité pour 100 000 personnes, les derniers 14 jours;Nombre de décès cumulatif, depuis le début de la pandémie;Taux de mortalité pour 100 000 personnes cumulatif, depuis le début de la pandémie
0-4 ans;22;270;245,8;6306;5741;0;;0;
5-9 ans;54;701;651,6;9869;9173,6;0;;0;
10-19 ans;51;635;319,2;18911;9507,1;0;;0;
20-29 ans;45;465;142,8;27098;8323;0;;< 5;n.p.
30-39 ans;50;689;209,9;24588;7491,5;< 5;n.p.;8;n.p.
40-49 ans;57;721;259,7;23380;8422,3;< 5;n.p.;27;* 9,7
50-59 ans;35;437;170,4;18434;7186,7;< 5;n.p.;117;45,6
60-69 ans;17;220;101,7;11072;5118;< 5;n.p.;345;159,5
70-79 ans;11;119;82,3;7125;4930,5;0;;853;590,3
80 ans et +;6;75;74,6;12436;12362,9;< 5;n.p.;3510;3489,4
Manquant;-1;0;;89;;0;;0;
Total;347;4332;209,7;159308;7712,2;5;n.p.;4863;235,4
