No,RSS,CH,CHSLD,Domicile et Inconnu,RI,RPA,Autre,Décès (n),Décès (%)
01,01 - Bas-Saint-Laurent,3,13,93,6,22,0,137,0.9 %
02,02 - Saguenay-Lac-Saint-Jean,0,110,141,10,122,10,393,2.7 %
03,03 - Capitale-Nationale,5,611,341,39,443,35,1474,10.1 %
04,04 - Mauricie et Centre-du-Québec,5,157,629,22,114,5,932,6.4 %
05,05 - Estrie,3,154,195,26,168,16,562,3.8 %
06,06 - Montréal,216,2823,1330,157,783,79,5388,36.9 %
07,07 - Outaouais,11,94,112,15,62,4,298,2.0 %
08,08 - Abitibi-Témiscamingue,3,31,44,6,15,1,100,0.7 %
09,09 - Côte-Nord,0,0,41,0,1,0,42,0.3 %
10,10 - Nord-du-Québec,0,0,4,0,0,0,4,0.0 %
11,11 - Gaspésie-Îles-de-la-Madeleine,0,15,39,0,13,0,67,0.5 %
12,12 - Chaudière-Appalaches,5,148,244,10,177,6,590,4.0 %
13,13 - Laval,4,533,257,59,203,7,1063,7.3 %
14,14 - Lanaudière,3,309,235,22,162,5,736,5.0 %
15,15 - Laurentides,63,249,231,64,99,13,719,4.9 %
16,16 - Montérégie,16,703,722,70,566,10,2087,14.3 %
17,17 - Nunavik,0,0,10,0,0,0,10,0.1 %
18,18 - Terres-Cries-de-la-Baie-James,0,0,13,0,0,1,14,0.1 %
98,Inconnu,0,0,0,0,0,0,0,0.0 %
99,Hors Québec,0,0,2,0,0,0,2,0.0 %
999,Ensemble du Québec (n),337,5950,4683,506,2950,192,14618,
9999,Ensemble du Québec (%),2.3 %,40.7 %,32.0 %,3.5 %,20.2 %,1.3 %,.,100.0 %

