,,Nombre de cas confirmé,,,,Nombre de décès,,,,,,,,,Nombre d'hospitalisations,
No,Région sociosanitaire,Total,Confirmé dans les 24 dernières heures,En laboratoire,Par lien épidémiologique,Total,Confirmé dans les 24 dernières heures,Personnes rétablies,Cas actifs,Population en 2022,Cas de COVID-19 par 100 000,Cas actifs pour 100 000,Décès par COVID-19 par 100 000,Personnes rétablies dans les 24 dernières heures,Total,Différence dans les 24 dernières heures
01,01 - Bas-Saint-Laurent,18733,129,18694,39,137,3,17160,1436,197738.33333,9473.63,726.49,69.28,113,674,9
02,02 - Saguenay-Lac-Saint-Jean,28072,135,27711,361,393,3,26331,1348,278600,10076.09,483.85,141.06,106,1375,13
03,03 - Capitale-Nationale,83180,292,82819,361,1474,2,78528,3178,761103.66667,10928.87,414.57,193.67,256,3754,25
04,04 - Mauricie et Centre-du-Québec,55053,277,54813,240,932,4,51369,2752,527666.66667,10433.29,518.97,176.63,167,2786,28
05,05 - Estrie,46164,185,45640,524,562,1,43957,1645,502406,9188.58,323.83,111.86,110,2312,18
06,06 - Montréal,296875,611,293513,3362,5388,2,285205,6282,2061667.3333,14399.75,303.26,261.34,492,14889,54
07,07 - Outaouais,37791,118,37345,446,298,0,36499,994,405378.66667,9322.39,242.59,73.51,59,1607,9
08,08 - Abitibi-Témiscamingue,9877,53,9836,41,100,1,9218,559,147876.33333,6679.23,377.85,67.62,38,555,7
09,09 - Côte-Nord,7497,63,7471,26,42,0,6786,669,90082.333333,8322.39,746.09,46.62,30,404,4
10,10 - Nord-du-Québec,1289,14,1077,212,4,0,1235,50,13383.666667,9631.14,375.83,29.89,8,42,1
11,11 - Gaspésie-Îles-de-la-Madeleine,8218,74,8181,37,67,0,7413,738,90783.333333,9052.32,811.92,73.80,60,346,1
12,12 - Chaudière-Appalaches,58407,188,58124,283,590,1,55532,2285,434525.66667,13441.55,523.40,135.78,133,2214,15
13,13 - Laval,68963,117,67001,1962,1063,2,66559,1341,445993.33333,15462.79,297.92,238.34,92,2937,12
14,14 - Lanaudière,66514,182,65798,716,736,2,64116,1662,530581,12536.07,309.49,138.72,106,2514,7
15,15 - Laurentides,74949,239,74343,606,719,1,71754,2476,640046.66667,11709.93,381.68,112.34,157,3189,25
16,16 - Montérégie,140270,470,138358,1912,2087,4,133390,4793,1452381.3333,9657.93,326.76,143.70,344,6989,52
17,17 - Nunavik,2895,5,2890,5,10,0,2831,54,14619,19803.00,363.12,68.40,1,89,0
18,18 - Terres-Cries-de-la-Baie-James,2646,34,2260,386,14,0,2370,262,18660.333333,14179.81,1381.06,75.03,7,81,2
98,Inconnu,4,0,3,1,0,0,4,0,.,.,.,.,0,357,4
99,Hors Québec,2799,4,2791,8,2,0,2765,32,.,.,.,.,6,0,0
999,Ensemble du Québec,1010196,3190,998668,11528,14618,26,963022,32556,8613493.6667,11728.06,375.19,169.71,2285,47114,286

